locus_tag	ftype	length_bp	gene	EC_number	COG	product
CCHHBCMG_00023	CDS	825	pseG	3.6.1.57	COG3980	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase
CCHHBCMG_00024	CDS	699	legF_2	2.7.7.82	COG1083	CMP-N,N'-diacetyllegionaminic acid synthase
CCHHBCMG_00025	CDS	1212				hypothetical protein
CCHHBCMG_00026	CDS	1020	fabH_1	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
CCHHBCMG_00027	CDS	306				hypothetical protein
CCHHBCMG_00028	CDS	717				hypothetical protein
CCHHBCMG_00029	CDS	228				hypothetical protein
CCHHBCMG_00030	CDS	147				hypothetical protein
CCHHBCMG_00031	CDS	219				hypothetical protein
CCHHBCMG_00032	CDS	318				hypothetical protein
CCHHBCMG_00033	CDS	726				hypothetical protein
CCHHBCMG_00034	CDS	1509	dltA	6.2.1.54	COG1020	D-alanine--D-alanyl carrier protein ligase
CCHHBCMG_00035	CDS	618				hypothetical protein
CCHHBCMG_00036	CDS	591				hypothetical protein
CCHHBCMG_00037	CDS	222				hypothetical protein
CCHHBCMG_00038	CDS	1062	fabH_2	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
CCHHBCMG_00039	CDS	1563				hypothetical protein
CCHHBCMG_00040	CDS	417				hypothetical protein
CCHHBCMG_00041	CDS	894				hypothetical protein
CCHHBCMG_00042	CDS	231				hypothetical protein
CCHHBCMG_00043	CDS	792				hypothetical protein
CCHHBCMG_00044	CDS	939			COG4310	Putative polysaccharide biosynthesis protein with aminopeptidase-like domain protein
CCHHBCMG_00045	CDS	195				hypothetical protein
CCHHBCMG_00046	CDS	1131	pseC	2.6.1.92	COG0399	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase
CCHHBCMG_00047	CDS	1005	pseB	4.2.1.115	COG1086	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
CCHHBCMG_00048	CDS	561	dcd	3.5.4.13	COG0717	dCTP deaminase
CCHHBCMG_00049	CDS	456	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
CCHHBCMG_00050	CDS	1332	accC	6.3.4.14	COG0439	Biotin carboxylase
CCHHBCMG_00051	CDS	816	surA	5.2.1.8		Chaperone SurA
CCHHBCMG_00052	CDS	1392	gltX1_1	6.1.1.17		Glutamate--tRNA ligase 1
CCHHBCMG_00053	CDS	1236	maeB	1.1.1.40	COG0281	NADP-dependent malic enzyme
CCHHBCMG_00054	CDS	627	upp	2.4.2.9		Uracil phosphoribosyltransferase
CCHHBCMG_00055	CDS	672	mqnA	4.2.1.151		Chorismate dehydratase
CCHHBCMG_00056	CDS	651	ktrA		COG0569	Ktr system potassium uptake protein A
CCHHBCMG_00057	CDS	1344	ktrB		COG0168	Ktr system potassium uptake protein B
CCHHBCMG_00058	tRNA	76				tRNA-Phe(gaa)
CCHHBCMG_00059	tRNA	77				tRNA-Met(cat)
CCHHBCMG_00060	CDS	1101	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
CCHHBCMG_00061	CDS	969	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
CCHHBCMG_00062	CDS	1233				hypothetical protein
CCHHBCMG_00063	CDS	1179	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
CCHHBCMG_00064	CDS	666	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
CCHHBCMG_00065	CDS	807				hypothetical protein
CCHHBCMG_00066	CDS	1194				hypothetical protein
CCHHBCMG_00067	CDS	720	pyrH	2.7.4.22	COG0528	Uridylate kinase
CCHHBCMG_00068	CDS	225	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
CCHHBCMG_00069	CDS	2196	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
CCHHBCMG_00070	CDS	1206	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
CCHHBCMG_00071	CDS	1092				hypothetical protein
CCHHBCMG_00072	CDS	1980				hypothetical protein
CCHHBCMG_00073	CDS	1842	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
CCHHBCMG_00074	CDS	1140	hydA	1.12.5.1	COG1740	Quinone-reactive Ni/Fe-hydrogenase small chain
CCHHBCMG_00075	CDS	1716	hydB	1.12.5.1	COG0374	Quinone-reactive Ni/Fe-hydrogenase large chain
CCHHBCMG_00076	CDS	693	hydC		COG1969	Quinone-reactive Ni/Fe-hydrogenase B-type cytochrome subunit
CCHHBCMG_00077	CDS	504				hypothetical protein
CCHHBCMG_00078	CDS	573	recR		COG0353	Recombination protein RecR
CCHHBCMG_00079	CDS	1236				hypothetical protein
CCHHBCMG_00080	CDS	672	regX3_1		COG0745	Sensory transduction protein regX3
CCHHBCMG_00081	CDS	1122	dnaJ_1		COG0484	Chaperone protein DnaJ
CCHHBCMG_00082	CDS	1296	porA			Major outer membrane protein
CCHHBCMG_00083	CDS	456	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
CCHHBCMG_00084	CDS	1185	sbnD			Staphyloferrin B transporter
CCHHBCMG_00085	CDS	663				hypothetical protein
CCHHBCMG_00086	CDS	483				hypothetical protein
CCHHBCMG_00087	CDS	2160	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
CCHHBCMG_00088	CDS	2049	lptD			LPS-assembly protein LptD
CCHHBCMG_00089	CDS	453				hypothetical protein
CCHHBCMG_00090	CDS	1251	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
CCHHBCMG_00091	CDS	1461				hypothetical protein
CCHHBCMG_00092	CDS	1536	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
CCHHBCMG_00093	CDS	495				hypothetical protein
CCHHBCMG_00094	CDS	1803	uvrC		COG0322	UvrABC system protein C
CCHHBCMG_00095	CDS	1197				hypothetical protein
CCHHBCMG_00096	CDS	903	moaA_1			GTP 3',8-cyclase
CCHHBCMG_00097	CDS	1023	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
CCHHBCMG_00098	CDS	321				hypothetical protein
CCHHBCMG_00099	CDS	1200	araJ		COG2814	Putative transporter AraJ
CCHHBCMG_00100	CDS	603				hypothetical protein
CCHHBCMG_00101	CDS	1095	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
CCHHBCMG_00102	CDS	774	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
CCHHBCMG_00103	CDS	975	gppA_1	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
CCHHBCMG_00104	CDS	951				hypothetical protein
CCHHBCMG_00105	CDS	822				hypothetical protein
CCHHBCMG_00106	CDS	1995	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
CCHHBCMG_00107	CDS	621	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
CCHHBCMG_00108	CDS	333				hypothetical protein
CCHHBCMG_00109	CDS	1626	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
CCHHBCMG_00110	CDS	375				hypothetical protein
CCHHBCMG_00111	CDS	894	dnaJ_2			Chaperone protein DnaJ
CCHHBCMG_00112	CDS	1419	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
CCHHBCMG_00113	CDS	675	regX3_2		COG0745	Sensory transduction protein regX3
CCHHBCMG_00114	CDS	1248				hypothetical protein
CCHHBCMG_00115	tRNA	75				tRNA-Asn(gtt)
CCHHBCMG_00116	CDS	495				hypothetical protein
CCHHBCMG_00117	CDS	600				Bacteriohemerythrin
CCHHBCMG_00118	CDS	666	mprA_1		COG0745	Response regulator MprA
CCHHBCMG_00119	CDS	1191	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
CCHHBCMG_00120	CDS	1638	groL			60 kDa chaperonin
CCHHBCMG_00121	CDS	261	groS		COG0234	10 kDa chaperonin
CCHHBCMG_00122	CDS	2541				hypothetical protein
CCHHBCMG_00123	CDS	612	ribE	2.5.1.9		Riboflavin synthase
CCHHBCMG_00124	CDS	681				hypothetical protein
CCHHBCMG_00125	CDS	204				hypothetical protein
CCHHBCMG_00126	CDS	1161	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
CCHHBCMG_00127	CDS	726	pgbA			Plasminogen-binding protein PgbA
CCHHBCMG_00128	CDS	1383		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
CCHHBCMG_00129	CDS	807				hypothetical protein
CCHHBCMG_00130	CDS	1260				hypothetical protein
CCHHBCMG_00131	CDS	558	yohD_1		COG0586	Inner membrane protein YohD
CCHHBCMG_00132	CDS	1554	rny	3.1.-.-	COG1418	Ribonuclease Y
CCHHBCMG_00133	CDS	558	resA_1		COG0526	Thiol-disulfide oxidoreductase ResA
CCHHBCMG_00134	CDS	867	ftsY		COG0552	Signal recognition particle receptor FtsY
CCHHBCMG_00135	CDS	1341	radA	3.6.4.-	COG1066	DNA repair protein RadA
CCHHBCMG_00136	CDS	681	atpB		COG0356	ATP synthase subunit a
CCHHBCMG_00137	CDS	1419	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
CCHHBCMG_00138	CDS	894	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
CCHHBCMG_00139	CDS	1179	pyrC_1	3.5.2.3	COG0044	Dihydroorotase
CCHHBCMG_00140	CDS	1527				hypothetical protein
CCHHBCMG_00141	CDS	807				hypothetical protein
CCHHBCMG_00142	CDS	1377	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
CCHHBCMG_00143	CDS	495	aer_1		COG0840	Aerotaxis receptor
CCHHBCMG_00144	CDS	1380				hypothetical protein
CCHHBCMG_00145	CDS	498	aer_2		COG0840	Aerotaxis receptor
CCHHBCMG_00146	CDS	1860	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
CCHHBCMG_00147	CDS	1287	arsB		COG1055	Arsenical pump membrane protein
CCHHBCMG_00148	CDS	504	petA	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
CCHHBCMG_00149	CDS	1251	petB		COG1290	Cytochrome b
CCHHBCMG_00150	CDS	1125				hypothetical protein
CCHHBCMG_00151	CDS	1164	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
CCHHBCMG_00152	CDS	792	rpsB		COG0052	30S ribosomal protein S2
CCHHBCMG_00153	CDS	1074	tsf		COG0264	Elongation factor Ts
CCHHBCMG_00154	CDS	636	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
CCHHBCMG_00155	CDS	768	fliR		COG1684	Flagellar biosynthetic protein FliR
CCHHBCMG_00156	CDS	1305				hypothetical protein
CCHHBCMG_00157	CDS	618	gmk	2.7.4.8	COG0194	Guanylate kinase
CCHHBCMG_00158	CDS	240	tatA			Sec-independent protein translocase protein TatA
CCHHBCMG_00159	CDS	1593	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
CCHHBCMG_00160	CDS	309	mdtI		COG2076	Spermidine export protein MdtI
CCHHBCMG_00161	CDS	342	mdtJ		COG2076	Spermidine export protein MdtJ
CCHHBCMG_00162	CDS	708			COG0217	putative transcriptional regulatory protein
CCHHBCMG_00163	CDS	483	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
CCHHBCMG_00164	CDS	1455				hypothetical protein
CCHHBCMG_00165	CDS	228				hypothetical protein
CCHHBCMG_00166	CDS	603	dedA		COG0586	Protein DedA
CCHHBCMG_00167	CDS	927	ldh	1.1.1.27		L-lactate dehydrogenase
CCHHBCMG_00168	CDS	777	yjjP		COG2966	Inner membrane protein YjjP
CCHHBCMG_00169	CDS	495				hypothetical protein
CCHHBCMG_00170	CDS	264				hypothetical protein
CCHHBCMG_00171	CDS	951	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
CCHHBCMG_00172	CDS	195				hypothetical protein
CCHHBCMG_00173	CDS	2100	copA_1	7.2.2.8		putative copper-importing P-type ATPase A
CCHHBCMG_00174	CDS	330				hypothetical protein
CCHHBCMG_00175	CDS	1530				hypothetical protein
CCHHBCMG_00176	CDS	1299	rho	3.6.4.-	COG1158	Transcription termination factor Rho
CCHHBCMG_00177	CDS	2352	copA_2	7.2.2.8	COG2217	Copper-exporting P-type ATPase
CCHHBCMG_00178	CDS	207				hypothetical protein
CCHHBCMG_00179	CDS	303	cyf			Cytochrome c-553
CCHHBCMG_00180	CDS	561	gmhB	3.1.3.83		D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase
CCHHBCMG_00181	CDS	954	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
CCHHBCMG_00182	CDS	1386	hldE		COG2870	Bifunctional protein HldE
CCHHBCMG_00183	CDS	561	gmhA1	5.3.1.28	COG0279	Phosphoheptose isomerase 1
CCHHBCMG_00184	CDS	765				hypothetical protein
CCHHBCMG_00185	CDS	951	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
CCHHBCMG_00186	CDS	810	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
CCHHBCMG_00187	CDS	321				hypothetical protein
CCHHBCMG_00188	CDS	582				hypothetical protein
CCHHBCMG_00189	CDS	972				hypothetical protein
CCHHBCMG_00190	CDS	1209	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
CCHHBCMG_00191	CDS	888	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
CCHHBCMG_00192	CDS	1551				hypothetical protein
CCHHBCMG_00193	CDS	888	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
CCHHBCMG_00194	CDS	1029	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
CCHHBCMG_00195	CDS	795				hypothetical protein
CCHHBCMG_00196	CDS	987	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
CCHHBCMG_00197	CDS	1695	pglK	7.5.2.5	COG1132	Protein glycosylation K
CCHHBCMG_00198	CDS	1080	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
CCHHBCMG_00199	CDS	930	pglI	2.4.1.293	COG0463	GalNAc(5)-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase
CCHHBCMG_00200	CDS	1098	pglJ	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
CCHHBCMG_00201	CDS	2142	pglB	2.4.99.19		Undecaprenyl-diphosphooligosaccharide--protein glycotransferase
CCHHBCMG_00202	CDS	1131	pglA	2.4.1.290		N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
CCHHBCMG_00203	CDS	603	pglC	2.7.8.36	COG2148	Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase
CCHHBCMG_00204	CDS	591	pglD_2	2.3.1.203	COG0110	UDP-N-acetylbacillosamine N-acetyltransferase
CCHHBCMG_00205	CDS	1161	pglE	2.6.1.34	COG0399	UDP-N-acetylbacillosamine transaminase
CCHHBCMG_00206	CDS	1773	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
CCHHBCMG_00207	CDS	894				hypothetical protein
CCHHBCMG_00208	CDS	393	cheY		COG0784	Chemotaxis protein CheY 
CCHHBCMG_00209	CDS	846	rsmC	2.1.1.172		Ribosomal RNA small subunit methyltransferase C
CCHHBCMG_00210	CDS	1938	ftsH_1	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
CCHHBCMG_00211	CDS	618	psd_1	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
CCHHBCMG_00212	CDS	729				hypothetical protein
CCHHBCMG_00213	CDS	798				hypothetical protein
CCHHBCMG_00214	CDS	360	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
CCHHBCMG_00215	CDS	639				hypothetical protein
CCHHBCMG_00216	CDS	1290	bdlA		COG0840	Biofilm dispersion protein BdlA
CCHHBCMG_00217	CDS	648	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
CCHHBCMG_00218	CDS	2130	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
CCHHBCMG_00219	CDS	291	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
CCHHBCMG_00220	CDS	603				hypothetical protein
CCHHBCMG_00221	CDS	453	smpB		COG0691	SsrA-binding protein
CCHHBCMG_00222	CDS	768	ispE	2.7.1.148		Putative 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
CCHHBCMG_00223	CDS	228	csrA		COG1551	Translational regulator CsrA
CCHHBCMG_00224	CDS	819	truB	5.4.99.25		tRNA pseudouridine synthase B
CCHHBCMG_00225	CDS	2076	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
CCHHBCMG_00226	CDS	438				hypothetical protein
CCHHBCMG_00227	CDS	1722	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
CCHHBCMG_00228	CDS	888	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
CCHHBCMG_00229	CDS	1224	sstT		COG3633	Serine/threonine transporter SstT
CCHHBCMG_00230	CDS	1197	metK	2.5.1.6		S-adenosylmethionine synthase
CCHHBCMG_00231	CDS	1326	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
CCHHBCMG_00232	CDS	231	yajC		COG1862	Sec translocon accessory complex subunit YajC
CCHHBCMG_00233	CDS	1581	secD		COG0342	Protein translocase subunit SecD
CCHHBCMG_00234	CDS	972	secF		COG0341	Protein translocase subunit SecF
CCHHBCMG_00235	CDS	2430	leuS	6.1.1.4		Leucine--tRNA ligase
CCHHBCMG_00236	CDS	513				hypothetical protein
CCHHBCMG_00237	CDS	1398				hypothetical protein
CCHHBCMG_00238	CDS	1173				hypothetical protein
CCHHBCMG_00239	CDS	903				hypothetical protein
CCHHBCMG_00240	CDS	288				hypothetical protein
CCHHBCMG_00241	CDS	2937	mfd_1	3.6.4.-		Transcription-repair-coupling factor
CCHHBCMG_00242	CDS	762				hypothetical protein
CCHHBCMG_00243	CDS	687	nth_1	4.2.99.18		Endonuclease III
CCHHBCMG_00244	CDS	840	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
CCHHBCMG_00245	CDS	633	thiE_1	2.5.1.3		Thiamine-phosphate synthase
CCHHBCMG_00246	CDS	630				hypothetical protein
CCHHBCMG_00247	CDS	453				hypothetical protein
CCHHBCMG_00248	CDS	663				hypothetical protein
CCHHBCMG_00249	CDS	303				hypothetical protein
CCHHBCMG_00250	CDS	732	proC	1.5.1.2		Pyrroline-5-carboxylate reductase
CCHHBCMG_00251	CDS	390	fliW		COG1699	Flagellar assembly factor FliW
CCHHBCMG_00252	CDS	648	bamD			Outer membrane protein assembly factor BamD
CCHHBCMG_00253	CDS	2376	lon	3.4.21.53	COG0466	Lon protease
CCHHBCMG_00254	CDS	261	rpsR		COG0238	30S ribosomal protein S18
CCHHBCMG_00255	CDS	552	ssb		COG0629	Single-stranded DNA-binding protein
CCHHBCMG_00256	CDS	378	rpsF		COG0360	30S ribosomal protein S6
CCHHBCMG_00257	CDS	867			COG2990	putative protein
CCHHBCMG_00258	CDS	1107	mmpA	3.4.24.-	COG0750	Metalloprotease MmpA
CCHHBCMG_00259	CDS	537	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
CCHHBCMG_00260	CDS	606		1.-.-.-		Putative NAD(P)H nitroreductase
CCHHBCMG_00261	CDS	621	yfkO	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YfkO
CCHHBCMG_00262	CDS	426	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
CCHHBCMG_00263	CDS	1089	cinA			Putative competence-damage inducible protein
CCHHBCMG_00264	CDS	2754	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
CCHHBCMG_00265	CDS	111				hypothetical protein
CCHHBCMG_00266	CDS	1362	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
CCHHBCMG_00267	CDS	1458	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
CCHHBCMG_00268	CDS	174	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
CCHHBCMG_00269	CDS	783				hypothetical protein
CCHHBCMG_00270	CDS	1299	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
CCHHBCMG_00271	CDS	351				hypothetical protein
CCHHBCMG_00272	CDS	2208	mutS2	3.1.-.-	COG1193	Endonuclease MutS2
CCHHBCMG_00273	CDS	702	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
CCHHBCMG_00274	CDS	600				hypothetical protein
CCHHBCMG_00275	CDS	1098	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
CCHHBCMG_00276	CDS	192				hypothetical protein
CCHHBCMG_00277	CDS	801				hypothetical protein
CCHHBCMG_00278	CDS	777	thiG	2.8.1.10	COG2022	Thiazole synthase
CCHHBCMG_00279	CDS	1146	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
CCHHBCMG_00280	CDS	606	thiE_2	2.5.1.3		Thiamine-phosphate synthase
CCHHBCMG_00281	CDS	891	rhaS			HTH-type transcriptional activator RhaS
CCHHBCMG_00282	CDS	852				hypothetical protein
CCHHBCMG_00283	CDS	1164	yycB		COG2807	putative transporter YycB
CCHHBCMG_00284	CDS	1029	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
CCHHBCMG_00285	CDS	1164	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
CCHHBCMG_00286	CDS	1446	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
CCHHBCMG_00287	CDS	252				hypothetical protein
CCHHBCMG_00288	CDS	720	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
CCHHBCMG_00289	CDS	807				hypothetical protein
CCHHBCMG_00290	CDS	3018	mdtC			Multidrug resistance protein MdtC
CCHHBCMG_00291	CDS	741	czcB			Cobalt-zinc-cadmium resistance protein CzcB
CCHHBCMG_00292	CDS	1275				hypothetical protein
CCHHBCMG_00293	CDS	1797	lepA	3.6.5.-	COG0481	Elongation factor 4
CCHHBCMG_00294	CDS	645				hypothetical protein
CCHHBCMG_00295	CDS	576				hypothetical protein
CCHHBCMG_00296	CDS	2589	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
CCHHBCMG_00297	CDS	516				hypothetical protein
CCHHBCMG_00298	CDS	318				hypothetical protein
CCHHBCMG_00299	CDS	1302	atoC		COG2204	Regulatory protein AtoC
CCHHBCMG_00300	CDS	1032	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
CCHHBCMG_00301	CDS	507				hypothetical protein
CCHHBCMG_00302	CDS	192				hypothetical protein
CCHHBCMG_00303	CDS	435				hypothetical protein
CCHHBCMG_00304	CDS	1116			COG0683	Leu/Ile/Val-binding protein 
CCHHBCMG_00305	CDS	1110			COG0683	Leu/Ile/Val-binding protein 
CCHHBCMG_00306	CDS	897	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
CCHHBCMG_00307	CDS	1053				hypothetical protein
CCHHBCMG_00308	CDS	771	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
CCHHBCMG_00309	CDS	696	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
CCHHBCMG_00310	CDS	3246	ccsA			Cytochrome c biogenesis protein CcsA
CCHHBCMG_00311	CDS	465				hypothetical protein
CCHHBCMG_00312	CDS	1248				hypothetical protein
CCHHBCMG_00313	CDS	1275				hypothetical protein
CCHHBCMG_00314	CDS	1953				hypothetical protein
CCHHBCMG_00315	CDS	861				hypothetical protein
CCHHBCMG_00316	CDS	174				hypothetical protein
CCHHBCMG_00317	CDS	765				hypothetical protein
CCHHBCMG_00318	CDS	870				hypothetical protein
CCHHBCMG_00319	CDS	1251				hypothetical protein
CCHHBCMG_00320	CDS	675				hypothetical protein
CCHHBCMG_00321	CDS	774				hypothetical protein
CCHHBCMG_00322	CDS	621				hypothetical protein
CCHHBCMG_00323	CDS	321				hypothetical protein
CCHHBCMG_00324	CDS	1008				hypothetical protein
CCHHBCMG_00325	CDS	249				hypothetical protein
CCHHBCMG_00326	CDS	444				hypothetical protein
CCHHBCMG_00327	CDS	183				hypothetical protein
CCHHBCMG_00328	CDS	612				hypothetical protein
CCHHBCMG_00329	CDS	1992				hypothetical protein
CCHHBCMG_00330	CDS	897				hypothetical protein
CCHHBCMG_00331	CDS	1209	murD2	6.3.2.53	COG0771	UDP-N-acetylmuramoyl-L-alanine--L-glutamate ligase
CCHHBCMG_00332	CDS	1062	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
CCHHBCMG_00333	CDS	1479	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
