locus_tag	ftype	length_bp	gene	EC_number	COG	product
HDHBLALJ_00198	CDS	417				hypothetical protein
HDHBLALJ_00199	CDS	453				hypothetical protein
HDHBLALJ_00200	CDS	555				hypothetical protein
HDHBLALJ_00201	CDS	900	cysK	2.5.1.47	COG0031	Cysteine synthase
HDHBLALJ_00202	CDS	291	hup		COG0776	DNA-binding protein HU
HDHBLALJ_00203	CDS	1842				hypothetical protein
HDHBLALJ_00204	CDS	414		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
HDHBLALJ_00205	CDS	2112	cstA		COG1966	Peptide transporter CstA
HDHBLALJ_00206	CDS	930	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
HDHBLALJ_00207	CDS	660	glnP_1		COG0765	putative glutamine ABC transporter permease protein GlnP
HDHBLALJ_00208	CDS	753	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
HDHBLALJ_00209	CDS	780	peb1A		COG0834	Major cell-binding factor
HDHBLALJ_00210	CDS	729	glnQ_2			Glutamine transport ATP-binding protein GlnQ
HDHBLALJ_00211	CDS	789	cheR	2.1.1.80		Chemotaxis protein methyltransferase
HDHBLALJ_00212	CDS	555	cheB	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
HDHBLALJ_00213	CDS	438	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
HDHBLALJ_00214	CDS	333				hypothetical protein
HDHBLALJ_00215	CDS	549	apt	2.4.2.7		Adenine phosphoribosyltransferase
HDHBLALJ_00216	CDS	696				hypothetical protein
HDHBLALJ_00217	CDS	1452	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
HDHBLALJ_00218	CDS	1104	ychF		COG0012	Ribosome-binding ATPase YchF
HDHBLALJ_00219	CDS	1386	argH	4.3.2.1	COG0165	Argininosuccinate lyase
HDHBLALJ_00220	CDS	1575	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
HDHBLALJ_00221	CDS	1794	oadA	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
HDHBLALJ_00222	CDS	1350				hypothetical protein
HDHBLALJ_00223	CDS	1335				hypothetical protein
HDHBLALJ_00224	CDS	339	atpH			ATP synthase subunit c
HDHBLALJ_00225	tRNA	86				tRNA-Leu(gag)
HDHBLALJ_00226	CDS	183				hypothetical protein
HDHBLALJ_00227	CDS	912				hypothetical protein
HDHBLALJ_00228	CDS	876	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
HDHBLALJ_00229	CDS	576				hypothetical protein
HDHBLALJ_00230	CDS	174				hypothetical protein
HDHBLALJ_00231	CDS	528				hypothetical protein
HDHBLALJ_00232	CDS	1269	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
HDHBLALJ_00233	CDS	1248	proP_1			Proline/betaine transporter
HDHBLALJ_00234	CDS	840	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
HDHBLALJ_00235	CDS	1104				hypothetical protein
HDHBLALJ_00236	CDS	741				hypothetical protein
HDHBLALJ_00237	CDS	204				hypothetical protein
HDHBLALJ_00238	CDS	741				hypothetical protein
HDHBLALJ_00239	CDS	1266	lutA_1			Lactate utilization protein A
HDHBLALJ_00240	CDS	1356	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
HDHBLALJ_00241	CDS	492				hypothetical protein
HDHBLALJ_00242	CDS	912	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
HDHBLALJ_00243	CDS	984	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
HDHBLALJ_00244	CDS	561	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
HDHBLALJ_00245	CDS	600	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
HDHBLALJ_00246	CDS	573				hypothetical protein
HDHBLALJ_00247	CDS	1095				hypothetical protein
HDHBLALJ_00248	CDS	882	cysL		COG0583	HTH-type transcriptional regulator CysL
HDHBLALJ_00249	CDS	1866	rpoD		COG0568	RNA polymerase sigma factor RpoD
HDHBLALJ_00250	CDS	510				hypothetical protein
HDHBLALJ_00251	CDS	519				hypothetical protein
HDHBLALJ_00252	CDS	417				hypothetical protein
HDHBLALJ_00253	CDS	1605	ftsH3	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 3
HDHBLALJ_00254	CDS	1257	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
HDHBLALJ_00255	CDS	1572				hypothetical protein
HDHBLALJ_00256	CDS	1056	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
HDHBLALJ_00257	CDS	1401				hypothetical protein
HDHBLALJ_00258	CDS	1134	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
HDHBLALJ_00259	CDS	771				hypothetical protein
HDHBLALJ_00260	tRNA	77				tRNA-Arg(gcg)
HDHBLALJ_00261	CDS	681				hypothetical protein
HDHBLALJ_00262	CDS	285				hypothetical protein
HDHBLALJ_00263	CDS	1680				hypothetical protein
HDHBLALJ_00264	CDS	171				hypothetical protein
HDHBLALJ_00265	CDS	456				hypothetical protein
HDHBLALJ_00266	CDS	3261	ccsA			Cytochrome c biogenesis protein CcsA
HDHBLALJ_00267	CDS	696	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
HDHBLALJ_00268	CDS	771	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HDHBLALJ_00269	CDS	1041				hypothetical protein
HDHBLALJ_00270	CDS	960	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
HDHBLALJ_00271	CDS	1110				hypothetical protein
HDHBLALJ_00272	CDS	1116			COG0683	Leu/Ile/Val-binding protein 
HDHBLALJ_00273	CDS	432				hypothetical protein
HDHBLALJ_00274	CDS	201				hypothetical protein
HDHBLALJ_00275	CDS	507				hypothetical protein
HDHBLALJ_00276	CDS	1032	asd2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 2
HDHBLALJ_00277	CDS	1299	atoC		COG2204	Regulatory protein AtoC
HDHBLALJ_00278	CDS	450				hypothetical protein
HDHBLALJ_00279	CDS	522				hypothetical protein
HDHBLALJ_00280	CDS	2568	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
HDHBLALJ_00281	CDS	576				hypothetical protein
HDHBLALJ_00282	CDS	645				hypothetical protein
HDHBLALJ_00283	CDS	1797	lepA	3.6.5.-	COG0481	Elongation factor 4
HDHBLALJ_00284	CDS	1275				hypothetical protein
HDHBLALJ_00285	CDS	741	czcB			Cobalt-zinc-cadmium resistance protein CzcB
HDHBLALJ_00286	CDS	3018	mdtC			Multidrug resistance protein MdtC
HDHBLALJ_00287	CDS	807				hypothetical protein
HDHBLALJ_00288	CDS	720	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
HDHBLALJ_00289	CDS	237				hypothetical protein
HDHBLALJ_00290	CDS	1443	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
HDHBLALJ_00291	CDS	1164	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
HDHBLALJ_00292	CDS	1017	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
HDHBLALJ_00293	CDS	1161	yycB		COG2807	putative transporter YycB
HDHBLALJ_00294	CDS	855				hypothetical protein
HDHBLALJ_00295	CDS	891	rhaS			HTH-type transcriptional activator RhaS
HDHBLALJ_00296	CDS	606	thiE_1	2.5.1.3		Thiamine-phosphate synthase
HDHBLALJ_00297	CDS	1146	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
HDHBLALJ_00298	CDS	777	thiG	2.8.1.10	COG2022	Thiazole synthase
HDHBLALJ_00299	CDS	801				hypothetical protein
HDHBLALJ_00300	CDS	192				hypothetical protein
HDHBLALJ_00301	CDS	3087				hypothetical protein
HDHBLALJ_00302	CDS	1101	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
HDHBLALJ_00303	CDS	603				hypothetical protein
HDHBLALJ_00304	CDS	702	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
HDHBLALJ_00305	CDS	4095				hypothetical protein
HDHBLALJ_00306	CDS	2208	mutS2	3.1.-.-	COG1193	Endonuclease MutS2
HDHBLALJ_00307	CDS	351				hypothetical protein
HDHBLALJ_00308	CDS	1296	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
HDHBLALJ_00309	CDS	456				hypothetical protein
HDHBLALJ_00310	CDS	168				hypothetical protein
HDHBLALJ_00311	CDS	354				hypothetical protein
HDHBLALJ_00312	CDS	1524				hypothetical protein
HDHBLALJ_00313	CDS	252				hypothetical protein
HDHBLALJ_00314	CDS	777				hypothetical protein
HDHBLALJ_00315	CDS	174	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
HDHBLALJ_00316	CDS	1455	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
HDHBLALJ_00317	CDS	1368	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
HDHBLALJ_00318	CDS	2757	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
HDHBLALJ_00319	CDS	1089	cinA			Putative competence-damage inducible protein
HDHBLALJ_00320	CDS	426				hypothetical protein
HDHBLALJ_00321	CDS	621	yfkO	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YfkO
HDHBLALJ_00322	CDS	606		1.-.-.-		Putative NAD(P)H nitroreductase
HDHBLALJ_00323	CDS	537	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
HDHBLALJ_00324	CDS	1104	mmpA	3.4.24.-	COG0750	Metalloprotease MmpA
HDHBLALJ_00325	CDS	441				hypothetical protein
HDHBLALJ_00326	CDS	285				hypothetical protein
HDHBLALJ_00327	CDS	1002				hypothetical protein
HDHBLALJ_00328	CDS	1272	yihN			Inner membrane protein YihN
HDHBLALJ_00329	CDS	378	rpsF		COG0360	30S ribosomal protein S6
HDHBLALJ_00330	CDS	549	ssb		COG0629	Single-stranded DNA-binding protein
HDHBLALJ_00331	CDS	261	rpsR		COG0238	30S ribosomal protein S18
HDHBLALJ_00332	CDS	2376	lon	3.4.21.53	COG0466	Lon protease
HDHBLALJ_00333	CDS	648	bamD			Outer membrane protein assembly factor BamD
HDHBLALJ_00334	CDS	390	fliW		COG1699	Flagellar assembly factor FliW
HDHBLALJ_00335	CDS	738	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
HDHBLALJ_00336	CDS	306				hypothetical protein
HDHBLALJ_00337	CDS	669				hypothetical protein
HDHBLALJ_00338	CDS	453				hypothetical protein
HDHBLALJ_00339	CDS	630				hypothetical protein
HDHBLALJ_00340	CDS	633	thiE_2	2.5.1.3	COG0352	Thiamine-phosphate synthase
HDHBLALJ_00341	CDS	813	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
HDHBLALJ_00342	CDS	684	nth_1	4.2.99.18		Endonuclease III
HDHBLALJ_00343	CDS	765				hypothetical protein
HDHBLALJ_00344	CDS	2937	mfd	3.6.4.-		Transcription-repair-coupling factor
HDHBLALJ_00345	CDS	288				hypothetical protein
HDHBLALJ_00346	CDS	903				hypothetical protein
HDHBLALJ_00347	CDS	1188				hypothetical protein
HDHBLALJ_00348	CDS	1404				hypothetical protein
HDHBLALJ_00349	CDS	513				hypothetical protein
HDHBLALJ_00350	CDS	2433	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
HDHBLALJ_00351	CDS	972	secF		COG0341	Protein translocase subunit SecF
HDHBLALJ_00352	CDS	1581	secD		COG0342	Protein translocase subunit SecD
HDHBLALJ_00353	CDS	273	yajC		COG1862	Sec translocon accessory complex subunit YajC
HDHBLALJ_00354	CDS	1215	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
HDHBLALJ_00355	CDS	405		1.1.1.390		Sulfoquinovose 1-dehydrogenase
HDHBLALJ_00356	CDS	219				hypothetical protein
HDHBLALJ_00357	CDS	1149				hypothetical protein
HDHBLALJ_00358	CDS	1200	metK	2.5.1.6		S-adenosylmethionine synthase
HDHBLALJ_00359	CDS	1224	sstT		COG3633	Serine/threonine transporter SstT
HDHBLALJ_00360	CDS	882	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
