#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
CA140705_filtered_contigs.fasta	NODE_1_length_597876_cov_87.036437	216279	217285	-	waaC	1-1007/1029	========/======	2/2	97.76	81.35	vfdb	NP_282281	(waaC) heptosyltransferase I [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_1_length_597876_cov_87.036437	231722	232114	+	cheY	1-393/393	===============	0/0	100.00	86.26	vfdb	YP_002344511	(cheY) chemotaxis regulatory protein [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_1_length_597876_cov_87.036437	273778	274167	-	fliW	1-390/390	===============	0/0	100.00	86.41	vfdb	YP_002344468	(fliW) flagellar assembly protein FliW [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_1_length_597876_cov_87.036437	333188	333709	+	flgP	1-516/516	========/======	2/6	100.00	83.53	vfdb	YP_002344421	(flgP) required for flagellar motility [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_1_length_597876_cov_87.036437	333685	334134	+	flgQ	1-450/450	===============	0/0	100.00	80.00	vfdb	YP_002344420	(flgQ) required for flagellar motility [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_1_length_597876_cov_87.036437	334183	335481	+	flgR	1-1302/1302	========/======	10/17	99.23	80.90	vfdb	NP_282174	(flgR) sigma-54 associated transcriptional activator [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_1_length_597876_cov_87.036437	399571	400350	+	pebA	1-780/780	===============	0/0	100.00	82.56	vfdb	NP_282073	(pebA) bifunctional adhesin/ABC transporter aspartate/glutamate-binding protein [PEB1 (VF0327)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_1_length_597876_cov_87.036437	406004	407826	+	ciaB	1-1823/1833	========/======	10/12	99.13	80.26	vfdb	NP_282066	(ciaB) invasion antigen CiaB [CiaB (VF0324)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_1_length_597876_cov_87.036437	442739	444916	-	flhA	1-2175/2175	========/======	3/9	99.86	86.75	vfdb	NP_282036	(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_1_length_597876_cov_87.036437	448796	451048	-	flaD	1-2253/2253	===============	0/0	100.00	95.21	vfdb	NP_282040	(flaD) flagellin [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_1_length_597876_cov_87.036437	452895	453908	-	flgS	1-1014/1020	========/======	2/6	99.12	84.76	vfdb	YP_002344200	(flgS) signal transduction histidine kinase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_1_length_597876_cov_87.036437	527498	528241	+	fliP	1-735/735	========/======	3/9	100.00	85.08	vfdb	NP_281981	(fliP) flagellar biosynthesis protein FliP [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_2_length_271878_cov_89.820726	11970	12717	+	flaC	1-748/750	===============	0/0	99.73	89.57	vfdb	NP_281892	(flaC) flagellin [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_2_length_271878_cov_89.820726	32104	32882	-	flgG	1-779/792	===============	0/0	98.36	87.42	vfdb	NP_281870	(flgG) flagellar basal-body rod protein FlgG [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_2_length_271878_cov_89.820726	32913	33725	-	flgF	1-813/813	===============	0/0	100.00	87.08	vfdb	NP_281869	(flgF) flagellar basal-body rod protein [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_2_length_271878_cov_89.820726	43388	44086	+	flgH	1-699/699	========/======	2/6	99.57	86.75	vfdb	NP_281859	(flgH) flagellar L-ring protein precursor FlgH [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_2_length_271878_cov_89.820726	47437	48211	+	Cj1420c	1-774/774	========/======	1/1	100.00	90.45	vfdb	NP_282561	(Cj1420c) methyltransferase [Capsule biosynthesis and transport (CVF393)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_2_length_271878_cov_89.820726	48266	49027	+	Cj1419c	1-762/762	===============	0/0	100.00	92.91	vfdb	NP_282560	(Cj1419c) methyltransferase [Capsule biosynthesis and transport (CVF393)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_2_length_271878_cov_89.820726	51369	51971	+	Cj1417c	1-603/603	========/======	2/2	99.83	84.60	vfdb	NP_282558	(Cj1417c) amidotransferase [Capsule biosynthesis and transport (CVF393)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_2_length_271878_cov_89.820726	59244	60494	-	rpoN	1-1251/1251	===============	0/0	100.00	84.33	vfdb	YP_002344093	(rpoN) RNA polymerase factor sigma-54 [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_2_length_271878_cov_89.820726	156926	157312	-	fliS	1-387/387	===============	0/0	100.00	97.67	vfdb	NP_281733	(fliS) flagellar protein FliS [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_2_length_271878_cov_89.820726	157324	159237	-	fliD	1-1929/1929	========/======	1/15	99.22	98.44	vfdb	NP_281732	(fliD) flagellar capping protein FliD [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_2_length_271878_cov_89.820726	159240	159605	-	flaG	1-366/366	===============	0/0	100.00	99.73	vfdb	NP_281731	(flaG) flagellar protein FlaG [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_2_length_271878_cov_89.820726	179377	179808	+	flgB	1-432/432	===============	0/0	100.00	91.20	vfdb	NP_281712	(flgB) flagellar basal body rod protein FlgB [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_2_length_271878_cov_89.820726	179818	180312	+	flgC	1-495/495	===============	0/0	100.00	90.50	vfdb	NP_281711	(flgC) flagellar basal body rod protein FlgC [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_2_length_271878_cov_89.820726	180319	180618	+	fliE	1-297/297	========/======	1/3	100.00	86.67	vfdb	NP_281710	(fliE) flagellar hook-basal body complex protein FliE [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_3_length_208642_cov_91.661952	86115	87108	+	cadF	1-955/960	========/======	4/39	99.48	82.50	vfdb	NP_282616	(cadF) outer membrane fibronectin-binding protein [CadF (VF0322)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_3_length_208642_cov_91.661952	98590	100416	-	flgK	1-1827/1827	===============	0/0	100.00	92.06	vfdb	NP_282606	(flgK) flagellar hook-associated protein 1 FlgK [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_3_length_208642_cov_91.661952	100902	101099	-	flgM	1-198/198	===============	0/0	100.00	99.50	vfdb	YP_002344846	(flgM) negative regulator of flagellin synthesis [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_3_length_208642_cov_91.661952	101162	101503	-	flgJ	1-342/342	===============	0/0	100.00	99.12	vfdb	YP_002344845	(flgJ) flagellar rod assembly protein/muramidase FlgJ [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_3_length_208642_cov_91.661952	101503	102549	-	flgI	1-1047/1047	===============	0/0	100.00	87.49	vfdb	NP_282602	(flgI) flagellar P-ring protein precursor FlgI [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_3_length_208642_cov_91.661952	113310	114092	+	kpsM	1-783/783	========/======	2/2	99.87	80.36	vfdb	NP_282588	(kpsM) capsule polysaccharide export system inner membrane protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_3_length_208642_cov_91.661952	114089	114745	+	kpsT	1-657/663	===============	0/0	99.10	84.32	vfdb	NP_282587	(kpsT) capsule polysaccharide export ATP-binding protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_3_length_208642_cov_91.661952	115868	117486	+	kpsD	1-1646/1659	========/======	7/27	97.59	80.92	vfdb	NP_282585	(kpsD) capsule polysaccharide export system periplasmic protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_3_length_208642_cov_91.661952	117541	118472	+	kpsF	16-947/948	===============	0/0	98.31	84.55	vfdb	NP_282584	(kpsF) D-arabinose 5-phosphate isomerase [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_3_length_208642_cov_91.661952	133391	134567	+	kpsS	1-1177/1185	========/======	2/2	99.24	83.36	vfdb	NP_282554	(kpsS) capsule polysaccharide modification protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_3_length_208642_cov_91.661952	137900	138434	-	fliL	1-535/537	===============	0/0	99.63	86.17	vfdb	NP_282549	(fliL) flagellar basal body protein FliL [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_4_length_165410_cov_91.697422	27647	28168	-	cheW	1-522/522	===============	0/0	100.00	86.78	vfdb	YP_002343724	(cheW) chemotaxis protein [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_4_length_165410_cov_91.697422	28173	30467	-	cheA	1-2310/2310	========/======	7/33	98.96	90.08	vfdb	YP_002343725	(cheA) chemotaxis histidine kinase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_4_length_165410_cov_91.697422	30471	31427	-	cheV	1-957/957	===============	0/0	100.00	87.25	vfdb	YP_002343726	(cheV) chemotaxis protein [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_4_length_165410_cov_91.697422	58700	60382	+	fliF	1-1683/1683	===============	0/0	100.00	87.34	vfdb	NP_281509	(fliF) flagellar M-ring protein FliF [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_4_length_165410_cov_91.697422	60382	61410	+	fliG	1-1029/1029	===============	0/0	100.00	89.50	vfdb	NP_281510	(fliG) flagellar motor switch protein G [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_4_length_165410_cov_91.697422	76450	77529	+	flhB	1-1080/1089	===============	0/0	99.17	83.43	vfdb	NP_281526	(flhB) flagellar biosynthetic protein [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_4_length_165410_cov_91.697422	78287	79063	-	motA	1-777/777	===============	0/0	100.00	89.19	vfdb	NP_281528	(motA) flagellar motor protein MotA [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_4_length_165410_cov_91.697422	93991	94273	+	fliN	27-309/309	.==============	0/0	91.59	86.22	vfdb	NP_281542	(fliN) flagellar motor switch protein FliN [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_5_length_130343_cov_94.995446	79695	79964	-	fliQ	1-270/270	===============	0/0	100.00	88.89	vfdb	NP_282802	(fliQ) flagellar biosynthesis protein FliQ [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_6_length_110339_cov_89.964423	75485	76915	+	flhF	1-1455/1455	========/======	14/50	97.46	80.79	vfdb	NP_281279	(flhF) flagellar biosynthesis regulator FlhF [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_6_length_110339_cov_89.964423	76908	77773	+	flhG	1-866/867	===============	0/0	99.88	86.61	vfdb	NP_281278	(flhG) ATP-binding protein [Flagella (CVF397)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_6_length_110339_cov_89.964423	78109	78823	+	fliA	3-717/717	===============	0/0	99.72	83.92	vfdb	NP_281276	(fliA) flagellar biosynthesis sigma factor [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_6_length_110339_cov_89.964423	78823	79899	+	fliM	1-1080/1080	========/======	1/3	99.72	92.41	vfdb	NP_281275	(fliM) flagellar motor switch protein FliM [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_6_length_110339_cov_89.964423	79896	80732	+	fliY	1-843/843	========/======	6/12	98.93	84.40	vfdb	NP_281274	(fliY) flagellar motor switch protein FliY [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_6_length_110339_cov_89.964423	90563	92200	-	flgE	1-1638/1638	===============	0/0	100.00	92.86	vfdb	NP_281265	(flgE) flagellar hook protein FlgE [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_6_length_110339_cov_89.964423	92204	93067	-	flgD	1-885/885	========/======	5/21	97.63	87.12	vfdb	NP_281264	(flgD) flagellar basal-body rod modification protein FlgD [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_7_length_61353_cov_92.227469	58235	60601	+	pflA	1-2367/2367	========/======	9/10	99.79	80.73	vfdb	NP_282693	(pflA) paralysed flagellum protein [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_8_length_49374_cov_88.962170	3215	4746	-	eptC	14-1539/1539	========/======	11/32	98.31	80.13	vfdb	YP_002343698	(eptC) phosphoethanolamine transferase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140705_filtered_contigs.fasta	NODE_9_length_45724_cov_90.752659	178	1563	-	fliI	1-1386/1386	===============	0/0	100.00	86.58	vfdb	NP_281405	(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
