#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
CA110357_filtered_contigs.fasta	NODE_22_length_21066_cov_29.525049	8255	9892	-	flgE	1-1638/1638	===============	0/0	100.00	93.47	vfdb	NP_281265	(flgE) flagellar hook protein FlgE [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_22_length_21066_cov_29.525049	9896	10759	-	flgD	1-885/885	========/======	5/21	97.63	85.99	vfdb	NP_281264	(flgD) flagellar basal-body rod modification protein FlgD [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_23_length_19863_cov_32.630067	11018	12448	+	flhF	1-1455/1455	========/======	14/50	97.46	80.72	vfdb	NP_281279	(flhF) flagellar biosynthesis regulator FlhF [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_23_length_19863_cov_32.630067	12441	13306	+	flhG	1-866/867	===============	0/0	99.88	86.61	vfdb	NP_281278	(flhG) ATP-binding protein [Flagella (CVF397)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_23_length_19863_cov_32.630067	13642	14356	+	fliA	3-717/717	===============	0/0	99.72	83.92	vfdb	NP_281276	(fliA) flagellar biosynthesis sigma factor [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_23_length_19863_cov_32.630067	14356	15432	+	fliM	1-1080/1080	========/======	1/3	99.72	92.50	vfdb	NP_281275	(fliM) flagellar motor switch protein FliM [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_23_length_19863_cov_32.630067	15429	16265	+	fliY	1-843/843	========/======	6/12	98.93	84.28	vfdb	NP_281274	(fliY) flagellar motor switch protein FliY [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_24_length_18878_cov_18.207989	3629	4635	-	waaC	1-1007/1029	========/======	2/2	97.76	81.94	vfdb	NP_282281	(waaC) heptosyltransferase I [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_28_length_16620_cov_24.527982	944	1875	-	kpsF	16-947/948	===============	0/0	98.31	84.76	vfdb	NP_282584	(kpsF) D-arabinose 5-phosphate isomerase [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_28_length_16620_cov_24.527982	1930	3548	-	kpsD	1-1646/1659	========/======	7/27	97.59	80.86	vfdb	NP_282585	(kpsD) capsule polysaccharide export system periplasmic protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_28_length_16620_cov_24.527982	4671	5327	-	kpsT	1-657/663	===============	0/0	99.10	85.54	vfdb	NP_282587	(kpsT) capsule polysaccharide export ATP-binding protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_29_length_15193_cov_24.382849	3940	6117	-	flhA	1-2175/2175	========/======	3/9	99.86	86.57	vfdb	NP_282036	(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_29_length_15193_cov_24.382849	10103	12355	-	flaD	1-2253/2253	===============	0/0	100.00	95.69	vfdb	NP_282040	(flaD) flagellin [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_29_length_15193_cov_24.382849	14202	15188	-	flgS	28-1014/1020	========/======	2/6	96.47	84.44	vfdb	YP_002344200	(flgS) signal transduction histidine kinase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_2_length_151050_cov_23.777973	47031	48329	-	flgR	1-1302/1302	========/======	10/17	99.23	80.90	vfdb	NP_282174	(flgR) sigma-54 associated transcriptional activator [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_2_length_151050_cov_23.777973	48378	48827	-	flgQ	1-450/450	===============	0/0	100.00	80.00	vfdb	YP_002344420	(flgQ) required for flagellar motility [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_2_length_151050_cov_23.777973	48803	49324	-	flgP	1-516/516	========/======	2/6	100.00	83.53	vfdb	YP_002344421	(flgP) required for flagellar motility [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_2_length_151050_cov_23.777973	108403	108792	+	fliW	1-390/390	===============	0/0	100.00	86.41	vfdb	YP_002344468	(fliW) flagellar assembly protein FliW [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_2_length_151050_cov_23.777973	150456	150848	-	cheY	1-393/393	===============	0/0	100.00	86.26	vfdb	YP_002344511	(cheY) chemotaxis regulatory protein [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_31_length_12582_cov_19.602168	5333	6031	+	pseF	1-699/699	===============	0/0	100.00	99.28	vfdb	NP_282457	(pseF) acylneuraminate cytidylyltransferase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_31_length_12582_cov_19.602168	6015	6832	+	pseG	1-818/825	===============	0/0	99.15	99.39	vfdb	NP_282458	(pseG) UDP-24-diacetamido-246-trideoxy-beta-L-altropyranose hydrolase [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_31_length_12582_cov_19.602168	8274	8665	+	pseH	83-474/474	..======/======	4/4	82.28	84.77	vfdb	NP_282459	(pseH) N-acetyltransferase [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_31_length_12582_cov_19.602168	9979	11115	-	pseA	1-1137/1137	===============	0/0	100.00	99.30	vfdb	NP_282462	(pseA) pseudaminic acid biosynthesis PseA protein [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_31_length_12582_cov_19.602168	11371	12402	+	pseI	1-1032/1032	===============	0/0	100.00	97.97	vfdb	NP_282463	(pseI) N-acetylneuraminic acid synthetase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_35_length_7593_cov_24.361238	5979	6686	+	ptmB	1-708/708	===============	0/0	100.00	98.87	vfdb	NP_282477	(ptmB) acylneuraminate cytidylyltransferase [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_35_length_7593_cov_24.361238	6686	7456	+	ptmA	1-771/771	===============	0/0	100.00	97.15	vfdb	NP_282478	(ptmA) flagellin modification protein A [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_3_length_107807_cov_23.952684	37770	38513	+	fliP	1-735/735	========/======	3/9	100.00	85.48	vfdb	NP_281981	(fliP) flagellar biosynthesis protein FliP [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_46_length_2068_cov_24.138073	402	2068	-	pseE/maf5	221-1887/1887	.==============	0/0	88.34	97.42	vfdb	NP_282483	(pseE/maf5) motility accessory factor PseE [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_4_length_101299_cov_28.002857	4034	4816	-	waaV	1-783/825	===============	0/0	94.91	87.74	vfdb	NP_282294	(waaV) glucosyltransferase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_4_length_101299_cov_28.002857	4875	5822	+	waaF	1-947/960	========/======	2/3	98.54	84.41	vfdb	NP_282295	(waaF) heptosyltransferase II [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_4_length_101299_cov_28.002857	7268	7828	-	gmhA	1-561/561	===============	0/0	100.00	88.41	vfdb	NP_282296	(gmhA) phosphoheptose isomerase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_4_length_101299_cov_28.002857	7825	9210	-	hldE	1-1386/1386	===============	0/0	100.00	86.29	vfdb	NP_282297	(hldE) bifunctional D-beta-D-heptose 7-phosphate kinase/D-beta-D-heptose 1-phosphate adenylyltransferase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_4_length_101299_cov_28.002857	9203	10156	-	hldD	1-954/954	===============	0/0	100.00	93.50	vfdb	NP_282298	(hldD) ADP-glyceromanno-heptose 6-epimerase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_4_length_101299_cov_28.002857	10163	10716	-	gmhB	1-554/561	========/======	3/6	98.22	84.74	vfdb	NP_282299	(gmhB) DD-heptose 17-bisphosphate phosphatase [LOS (CVF396)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_4_length_101299_cov_28.002857	29384	30151	-	fliR	1-768/768	===============	0/0	100.00	85.94	vfdb	NP_282326	(fliR) flagellar biosynthetic protein FliR [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_5_length_84794_cov_32.952520	8833	9609	+	motA	1-777/777	===============	0/0	100.00	89.19	vfdb	NP_281528	(motA) flagellar motor protein MotA [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_5_length_84794_cov_32.952520	10367	11446	-	flhB	1-1080/1089	===============	0/0	99.17	83.43	vfdb	NP_281526	(flhB) flagellar biosynthetic protein [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_5_length_84794_cov_32.952520	26486	27514	-	fliG	1-1029/1029	===============	0/0	100.00	92.03	vfdb	NP_281510	(fliG) flagellar motor switch protein G [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_5_length_84794_cov_32.952520	27514	29196	-	fliF	1-1683/1683	===============	0/0	100.00	87.34	vfdb	NP_281509	(fliF) flagellar M-ring protein FliF [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_5_length_84794_cov_32.952520	55766	56722	+	cheV	1-957/957	===============	0/0	100.00	87.25	vfdb	YP_002343726	(cheV) chemotaxis protein [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_5_length_84794_cov_32.952520	56726	59020	+	cheA	1-2310/2310	========/======	7/33	98.96	90.38	vfdb	YP_002343725	(cheA) chemotaxis histidine kinase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_5_length_84794_cov_32.952520	59025	59546	+	cheW	1-522/522	===============	0/0	100.00	86.78	vfdb	YP_002343724	(cheW) chemotaxis protein [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_6_length_75010_cov_33.629876	49554	49823	+	fliQ	1-270/270	===============	0/0	100.00	88.15	vfdb	NP_282802	(fliQ) flagellar biosynthesis protein FliQ [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_7_length_73514_cov_27.283824	5995	6277	+	fliN	27-309/309	.==============	0/0	91.59	86.22	vfdb	NP_281542	(fliN) flagellar motor switch protein FliN [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_8_length_63333_cov_26.930244	1903	3033	-	pseC	1-1131/1131	===============	0/0	100.00	95.76	vfdb	NP_282440	(pseC) C4 aminotransferase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_8_length_63333_cov_26.930244	3035	4039	-	pseB	1-1005/1005	========/======	2/2	99.90	93.14	vfdb	NP_282439	(pseB) UDP-GlcNAc-specific C46 dehydratase/C5 epimerase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_8_length_63333_cov_26.930244	58943	59239	-	ciaC	1-297/321	==============.	0/0	92.52	83.17	vfdb	YP_002344633	(ciaC) Campylobacter invasion antigen C [CiaC (VF0415)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_9_length_61305_cov_33.338292	44715	45708	+	cadF	1-955/960	========/======	4/39	99.48	82.60	vfdb	NP_282616	(cadF) outer membrane fibronectin-binding protein [CadF (VF0322)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_9_length_61305_cov_33.338292	57190	59016	-	flgK	1-1827/1827	===============	0/0	100.00	92.28	vfdb	NP_282606	(flgK) flagellar hook-associated protein 1 FlgK [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_9_length_61305_cov_33.338292	59503	59700	-	flgM	1-198/198	===============	0/0	100.00	98.48	vfdb	YP_002344846	(flgM) negative regulator of flagellin synthesis [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_9_length_61305_cov_33.338292	59763	60104	-	flgJ	1-342/342	===============	0/0	100.00	97.66	vfdb	YP_002344845	(flgJ) flagellar rod assembly protein/muramidase FlgJ [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA110357_filtered_contigs.fasta	NODE_9_length_61305_cov_33.338292	60104	61150	-	flgI	1-1047/1047	===============	0/0	100.00	87.87	vfdb	NP_282602	(flgI) flagellar P-ring protein precursor FlgI [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
