#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
CA114720_filtered_contigs.fasta	NODE_1_length_324161_cov_58.071320	185504	187047	-	Cj1135	1-1544/1548	========/======	2/2	99.68	88.74	vfdb	NP_282283	(Cj1135) glucosyltransferase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_1_length_324161_cov_58.071320	187044	187931	-	htrB	1-888/888	===============	0/0	100.00	98.54	vfdb	NP_282282	(htrB) lipid A biosynthesis lauroyl acyltransferase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_1_length_324161_cov_58.071320	187921	188949	-	waaC	1-1029/1029	===============	0/0	100.00	97.47	vfdb	NP_282281	(waaC) heptosyltransferase I [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_1_length_324161_cov_58.071320	204119	204511	+	cheY	1-393/393	===============	0/0	100.00	99.24	vfdb	YP_002344511	(cheY) chemotaxis regulatory protein [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_1_length_324161_cov_58.071320	245133	245522	-	fliW	1-390/390	===============	0/0	100.00	100.00	vfdb	YP_002344468	(fliW) flagellar assembly protein FliW [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_1_length_324161_cov_58.071320	291582	292097	+	flgP	1-516/516	===============	0/0	100.00	98.45	vfdb	YP_002344421	(flgP) required for flagellar motility [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_1_length_324161_cov_58.071320	292073	292522	+	flgQ	1-450/450	===============	0/0	100.00	98.89	vfdb	YP_002344420	(flgQ) required for flagellar motility [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_1_length_324161_cov_58.071320	292579	293880	+	flgR	1-1302/1302	===============	0/0	100.00	98.92	vfdb	NP_282174	(flgR) sigma-54 associated transcriptional activator [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_2_length_271635_cov_57.555321	79225	79521	-	fliE	1-297/297	===============	0/0	100.00	98.65	vfdb	NP_281710	(fliE) flagellar hook-basal body complex protein FliE [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_2_length_271635_cov_57.555321	79528	80022	-	flgC	1-495/495	===============	0/0	100.00	98.59	vfdb	NP_281711	(flgC) flagellar basal body rod protein FlgC [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_2_length_271635_cov_57.555321	80032	80463	-	flgB	1-432/432	===============	0/0	100.00	96.76	vfdb	NP_281712	(flgB) flagellar basal body rod protein FlgB [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_2_length_271635_cov_57.555321	100240	100605	+	flaG	1-366/366	===============	0/0	100.00	99.18	vfdb	NP_281731	(flaG) flagellar protein FlaG [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_2_length_271635_cov_57.555321	100608	102536	+	fliD	1-1929/1929	===============	0/0	100.00	97.98	vfdb	NP_281732	(fliD) flagellar capping protein FliD [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_2_length_271635_cov_57.555321	102548	102934	+	fliS	1-387/387	===============	0/0	100.00	99.74	vfdb	NP_281733	(fliS) flagellar protein FliS [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_2_length_271635_cov_57.555321	210150	211400	+	rpoN	1-1251/1251	===============	0/0	100.00	98.64	vfdb	YP_002344093	(rpoN) RNA polymerase factor sigma-54 [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_2_length_271635_cov_57.555321	227119	227817	-	flgH	1-699/699	===============	0/0	100.00	98.43	vfdb	NP_281859	(flgH) flagellar L-ring protein precursor FlgH [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_2_length_271635_cov_57.555321	241218	242030	+	flgF	1-813/813	===============	0/0	100.00	99.14	vfdb	NP_281869	(flgF) flagellar basal-body rod protein [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_2_length_271635_cov_57.555321	242059	242850	+	flgG	1-792/792	===============	0/0	100.00	98.99	vfdb	NP_281870	(flgG) flagellar basal-body rod protein FlgG [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_2_length_271635_cov_57.555321	262247	262996	-	flaC	1-750/750	===============	0/0	100.00	98.80	vfdb	NP_281892	(flaC) flagellin [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_3_length_264240_cov_55.000500	56047	57165	-	jlpA	1-1119/1119	===============	0/0	100.00	97.86	vfdb	NP_282133	(jlpA) lipoprotein [JlpA (VF0329)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_3_length_264240_cov_55.000500	113134	113913	+	pebA	1-780/780	===============	0/0	100.00	99.49	vfdb	NP_282073	(pebA) bifunctional adhesin/ABC transporter aspartate/glutamate-binding protein [PEB1 (VF0327)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_3_length_264240_cov_55.000500	119344	121176	+	ciaB	1-1833/1833	===============	0/0	100.00	98.80	vfdb	NP_282066	(ciaB) invasion antigen CiaB [CiaB (VF0324)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_3_length_264240_cov_55.000500	145125	147377	+	flaD	1-2253/2253	===============	0/0	100.00	99.69	vfdb	NP_282040	(flaD) flagellin [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_3_length_264240_cov_55.000500	151257	153431	+	flhA	1-2175/2175	===============	0/0	100.00	98.30	vfdb	NP_282036	(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_3_length_264240_cov_55.000500	201894	202628	+	fliP	1-735/735	===============	0/0	100.00	99.18	vfdb	NP_281981	(fliP) flagellar biosynthesis protein FliP [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_3_length_264240_cov_55.000500	225697	226716	-	flgS	1-1020/1020	===============	0/0	100.00	98.92	vfdb	YP_002344200	(flgS) signal transduction histidine kinase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_3_length_264240_cov_55.000500	249949	250611	+	flgA	1-663/663	===============	0/0	100.00	98.34	vfdb	YP_002344176	(flgA) flagellar basal body P-ring biosynthesis protein FlgA [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_4_length_223668_cov_61.855060	90367	91326	+	cadF	1-960/960	===============	0/0	100.00	98.85	vfdb	NP_282616	(cadF) outer membrane fibronectin-binding protein [CadF (VF0322)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_4_length_223668_cov_61.855060	102806	104632	-	flgK	1-1827/1827	===============	0/0	100.00	99.18	vfdb	NP_282606	(flgK) flagellar hook-associated protein 1 FlgK [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_4_length_223668_cov_61.855060	105121	105318	-	flgM	1-198/198	===============	0/0	100.00	99.50	vfdb	YP_002344846	(flgM) negative regulator of flagellin synthesis [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_4_length_223668_cov_61.855060	105381	105722	-	flgJ	1-342/342	===============	0/0	100.00	99.12	vfdb	YP_002344845	(flgJ) flagellar rod assembly protein/muramidase FlgJ [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_4_length_223668_cov_61.855060	105722	106768	-	flgI	1-1047/1047	===============	0/0	100.00	99.33	vfdb	NP_282602	(flgI) flagellar P-ring protein precursor FlgI [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_4_length_223668_cov_61.855060	117535	118317	+	kpsM	1-783/783	===============	0/0	100.00	90.55	vfdb	NP_282588	(kpsM) capsule polysaccharide export system inner membrane protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_4_length_223668_cov_61.855060	118314	118976	+	kpsT	1-663/663	===============	0/0	100.00	94.87	vfdb	NP_282587	(kpsT) capsule polysaccharide export ATP-binding protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_4_length_223668_cov_61.855060	118976	120094	+	kpsE	1-1119/1119	===============	0/0	100.00	95.00	vfdb	NP_282586	(kpsE) capsule polysaccharide export system inner membrane protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_4_length_223668_cov_61.855060	120096	121754	+	kpsD	1-1659/1659	===============	0/0	100.00	97.29	vfdb	NP_282585	(kpsD) capsule polysaccharide export system periplasmic protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_4_length_223668_cov_61.855060	121764	122706	+	kpsF	1-943/948	===============	0/0	99.47	93.11	vfdb	NP_282584	(kpsF) D-arabinose 5-phosphate isomerase [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_4_length_223668_cov_61.855060	148185	149369	+	kpsS	1-1185/1185	===============	0/0	100.00	97.47	vfdb	NP_282554	(kpsS) capsule polysaccharide modification protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_4_length_223668_cov_61.855060	152686	153222	-	fliL	1-537/537	===============	0/0	100.00	97.77	vfdb	NP_282549	(fliL) flagellar basal body protein FliL [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_5_length_181371_cov_62.490394	567	2933	-	pflA	1-2367/2367	===============	0/0	100.00	99.16	vfdb	NP_282693	(pflA) paralysed flagellum protein [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_5_length_181371_cov_62.490394	104092	104361	+	fliQ	1-270/270	===============	0/0	100.00	99.63	vfdb	NP_282802	(fliQ) flagellar biosynthesis protein FliQ [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_6_length_155835_cov_57.527205	16318	16839	-	cheW	1-522/522	===============	0/0	100.00	100.00	vfdb	YP_002343724	(cheW) chemotaxis protein [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_6_length_155835_cov_57.527205	16844	19153	-	cheA	1-2310/2310	===============	0/0	100.00	99.31	vfdb	YP_002343725	(cheA) chemotaxis histidine kinase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_6_length_155835_cov_57.527205	19157	20113	-	cheV	1-957/957	===============	0/0	100.00	99.58	vfdb	YP_002343726	(cheV) chemotaxis protein [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_6_length_155835_cov_57.527205	49894	51576	+	fliF	1-1683/1683	===============	0/0	100.00	98.22	vfdb	NP_281509	(fliF) flagellar M-ring protein FliF [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_6_length_155835_cov_57.527205	51576	52604	+	fliG	1-1029/1029	===============	0/0	100.00	99.03	vfdb	NP_281510	(fliG) flagellar motor switch protein G [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_6_length_155835_cov_57.527205	52612	53442	+	fliH	1-831/831	===============	0/0	100.00	98.56	vfdb	NP_281511	(fliH) flagellar assembly protein H [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_6_length_155835_cov_57.527205	64536	65624	+	flhB	1-1089/1089	===============	0/0	100.00	99.36	vfdb	NP_281526	(flhB) flagellar biosynthetic protein [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_6_length_155835_cov_57.527205	65630	66373	-	motB	1-744/744	===============	0/0	100.00	98.25	vfdb	NP_281527	(motB) flagellar motor protein MotB [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_6_length_155835_cov_57.527205	66376	67152	-	motA	1-777/777	===============	0/0	100.00	97.17	vfdb	NP_281528	(motA) flagellar motor protein MotA [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_6_length_155835_cov_57.527205	82694	83002	+	fliN	1-309/309	===============	0/0	100.00	98.38	vfdb	NP_281542	(fliN) flagellar motor switch protein FliN [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_7_length_101298_cov_59.651501	56645	57449	+	cdtA	1-807/807	========/======	1/2	99.75	99.13	vfdb	NP_281292	(cdtA) cytolethal distending toxin A [CDT (VF0115)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_7_length_101298_cov_59.651501	57446	58198	+	cdtB	1-752/798	========/======	1/1	94.24	97.48	vfdb	NP_281291	(cdtB) cytolethal distending toxin B [CDT (VF0115)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_7_length_101298_cov_59.651501	58227	58798	+	cdtC	1-570/570	========/======	2/2	100.00	98.43	vfdb	NP_281290	(cdtC) cytolethal distending toxin C [CDT (VF0115)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_7_length_101298_cov_59.651501	68913	70367	+	flhF	1-1455/1455	===============	0/0	100.00	99.66	vfdb	NP_281279	(flhF) flagellar biosynthesis regulator FlhF [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_7_length_101298_cov_59.651501	70360	71226	+	flhG	1-867/867	===============	0/0	100.00	98.16	vfdb	NP_281278	(flhG) ATP-binding protein [Flagella (CVF397)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_7_length_101298_cov_59.651501	71558	72274	+	fliA	1-717/717	===============	0/0	100.00	93.44	vfdb	NP_281276	(fliA) flagellar biosynthesis sigma factor [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_7_length_101298_cov_59.651501	72274	73353	+	fliM	1-1080/1080	===============	0/0	100.00	97.50	vfdb	NP_281275	(fliM) flagellar motor switch protein FliM [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_7_length_101298_cov_59.651501	73350	74192	+	fliY	1-843/843	===============	0/0	100.00	99.64	vfdb	NP_281274	(fliY) flagellar motor switch protein FliY [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_7_length_101298_cov_59.651501	83389	85026	-	flgE	1-1638/1638	===============	0/0	100.00	99.51	vfdb	NP_281265	(flgE) flagellar hook protein FlgE [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_7_length_101298_cov_59.651501	85030	85914	-	flgD	1-885/885	===============	0/0	100.00	100.00	vfdb	NP_281264	(flgD) flagellar basal-body rod modification protein FlgD [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_7_length_101298_cov_59.651501	85968	87761	-	fliK	1-1797/1797	========/======	1/3	99.83	99.78	vfdb	NP_281263	(fliK) flagellar hook-length control protein FliK [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_8_length_87826_cov_56.427485	36913	38298	+	fliI	1-1386/1386	===============	0/0	100.00	96.97	vfdb	NP_281405	(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA114720_filtered_contigs.fasta	NODE_8_length_87826_cov_56.427485	80227	81765	+	eptC	1-1539/1539	===============	0/0	100.00	98.05	vfdb	YP_002343698	(eptC) phosphoethanolamine transferase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
