#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
CA139575_filtered_contigs.fasta	NODE_2_length_255618_cov_107.055290	172436	172930	+	flgC	1-495/495	===============	0/0	100.00	90.50	vfdb	NP_281711	(flgC) flagellar basal body rod protein FlgC [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_2_length_255618_cov_107.055290	172937	173236	+	fliE	1-297/297	========/======	1/3	100.00	86.67	vfdb	NP_281710	(fliE) flagellar hook-basal body complex protein FliE [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_3_length_216379_cov_110.237168	48103	49634	+	eptC	14-1539/1539	========/======	11/32	98.31	80.13	vfdb	YP_002343698	(eptC) phosphoethanolamine transferase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_3_length_216379_cov_110.237168	79233	79754	-	cheW	1-522/522	===============	0/0	100.00	86.78	vfdb	YP_002343724	(cheW) chemotaxis protein [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_3_length_216379_cov_110.237168	79759	82053	-	cheA	1-2310/2310	========/======	7/33	98.96	90.38	vfdb	YP_002343725	(cheA) chemotaxis histidine kinase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_3_length_216379_cov_110.237168	82057	83013	-	cheV	1-957/957	===============	0/0	100.00	87.25	vfdb	YP_002343726	(cheV) chemotaxis protein [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_3_length_216379_cov_110.237168	109583	111265	+	fliF	1-1683/1683	===============	0/0	100.00	87.34	vfdb	NP_281509	(fliF) flagellar M-ring protein FliF [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_3_length_216379_cov_110.237168	111265	112293	+	fliG	1-1029/1029	===============	0/0	100.00	92.03	vfdb	NP_281510	(fliG) flagellar motor switch protein G [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_3_length_216379_cov_110.237168	127333	128412	+	flhB	1-1080/1089	===============	0/0	99.17	83.43	vfdb	NP_281526	(flhB) flagellar biosynthetic protein [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_3_length_216379_cov_110.237168	129170	129946	-	motA	1-777/777	===============	0/0	100.00	89.19	vfdb	NP_281528	(motA) flagellar motor protein MotA [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_3_length_216379_cov_110.237168	144873	145155	+	fliN	27-309/309	.==============	0/0	91.59	86.22	vfdb	NP_281542	(fliN) flagellar motor switch protein FliN [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_4_length_167782_cov_107.829555	885	3251	-	pflA	1-2367/2367	========/======	9/10	99.79	80.61	vfdb	NP_282693	(pflA) paralysed flagellum protein [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_4_length_167782_cov_107.829555	134602	136032	+	flhF	1-1455/1455	========/======	14/50	97.46	80.72	vfdb	NP_281279	(flhF) flagellar biosynthesis regulator FlhF [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_4_length_167782_cov_107.829555	136025	136890	+	flhG	1-866/867	===============	0/0	99.88	86.61	vfdb	NP_281278	(flhG) ATP-binding protein [Flagella (CVF397)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_4_length_167782_cov_107.829555	137226	137940	+	fliA	3-717/717	===============	0/0	99.72	83.92	vfdb	NP_281276	(fliA) flagellar biosynthesis sigma factor [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_4_length_167782_cov_107.829555	137940	139016	+	fliM	1-1080/1080	========/======	1/3	99.72	92.50	vfdb	NP_281275	(fliM) flagellar motor switch protein FliM [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_4_length_167782_cov_107.829555	139013	139849	+	fliY	1-843/843	========/======	6/12	98.93	84.28	vfdb	NP_281274	(fliY) flagellar motor switch protein FliY [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_4_length_167782_cov_107.829555	149462	151099	-	flgE	1-1638/1638	===============	0/0	100.00	99.94	vfdb	NP_281265	(flgE) flagellar hook protein FlgE [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_4_length_167782_cov_107.829555	151103	151987	-	flgD	1-885/885	===============	0/0	100.00	99.44	vfdb	NP_281264	(flgD) flagellar basal-body rod modification protein FlgD [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_5_length_155382_cov_111.273969	108721	109714	+	cadF	1-955/960	========/======	4/39	99.48	82.60	vfdb	NP_282616	(cadF) outer membrane fibronectin-binding protein [CadF (VF0322)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_5_length_155382_cov_111.273969	121196	123022	-	flgK	1-1827/1827	===============	0/0	100.00	92.28	vfdb	NP_282606	(flgK) flagellar hook-associated protein 1 FlgK [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_5_length_155382_cov_111.273969	123509	123706	-	flgM	1-198/198	===============	0/0	100.00	98.48	vfdb	YP_002344846	(flgM) negative regulator of flagellin synthesis [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_5_length_155382_cov_111.273969	123769	124110	-	flgJ	1-342/342	===============	0/0	100.00	97.66	vfdb	YP_002344845	(flgJ) flagellar rod assembly protein/muramidase FlgJ [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_5_length_155382_cov_111.273969	124110	125156	-	flgI	1-1047/1047	===============	0/0	100.00	87.87	vfdb	NP_282602	(flgI) flagellar P-ring protein precursor FlgI [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_5_length_155382_cov_111.273969	136696	137352	+	kpsT	1-657/663	===============	0/0	99.10	85.39	vfdb	NP_282587	(kpsT) capsule polysaccharide export ATP-binding protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_5_length_155382_cov_111.273969	138475	140100	+	kpsD	1-1653/1659	========/======	7/27	98.01	81.06	vfdb	NP_282585	(kpsD) capsule polysaccharide export system periplasmic protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_5_length_155382_cov_111.273969	140137	141079	+	kpsF	5-947/948	===============	0/0	99.47	84.52	vfdb	NP_282584	(kpsF) D-arabinose 5-phosphate isomerase [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_6_length_129135_cov_112.937888	79511	79780	-	fliQ	1-270/270	===============	0/0	100.00	88.15	vfdb	NP_282802	(fliQ) flagellar biosynthesis protein FliQ [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_7_length_91366_cov_106.824680	17950	19125	+	kpsS	1-1176/1185	========/======	2/2	99.16	83.86	vfdb	NP_282554	(kpsS) capsule polysaccharide modification protein [Capsule (VF0323)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_7_length_91366_cov_106.824680	22459	22995	-	fliL	1-537/537	===============	0/0	100.00	87.15	vfdb	NP_282549	(fliL) flagellar basal body protein FliL [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_8_length_45716_cov_106.731339	183	1568	-	fliI	1-1386/1386	===============	0/0	100.00	86.65	vfdb	NP_281405	(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_9_length_38386_cov_110.540997	7919	8617	+	pseF	1-699/699	===============	0/0	100.00	99.28	vfdb	NP_282457	(pseF) acylneuraminate cytidylyltransferase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_9_length_38386_cov_110.540997	8601	9425	+	pseG	1-825/825	===============	0/0	100.00	99.64	vfdb	NP_282458	(pseG) UDP-24-diacetamido-246-trideoxy-beta-L-altropyranose hydrolase [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_9_length_38386_cov_110.540997	9422	9895	+	pseH	1-474/474	===============	0/0	100.00	94.09	vfdb	NP_282459	(pseH) N-acetyltransferase [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_9_length_38386_cov_110.540997	11209	12345	-	pseA	1-1137/1137	===============	0/0	100.00	99.30	vfdb	NP_282462	(pseA) pseudaminic acid biosynthesis PseA protein [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_9_length_38386_cov_110.540997	12601	13632	+	pseI	1-1032/1032	===============	0/0	100.00	97.97	vfdb	NP_282463	(pseI) N-acetylneuraminic acid synthetase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_9_length_38386_cov_110.540997	13629	15576	+	maf4	1-1950/1950	========/======	1/2	99.90	92.41	vfdb	YP_002344724	(maf4) motility accessory factor [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_9_length_38386_cov_110.540997	25174	25881	+	ptmB	1-708/708	===============	0/0	100.00	98.87	vfdb	NP_282477	(ptmB) acylneuraminate cytidylyltransferase [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_9_length_38386_cov_110.540997	25881	26651	+	ptmA	1-771/771	===============	0/0	100.00	97.15	vfdb	NP_282478	(ptmA) flagellin modification protein A [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_9_length_38386_cov_110.540997	26639	28591	+	pseD/maf2	1-1962/1962	========/======	10/21	99.24	87.55	vfdb	NP_282479	(pseD/maf2) motility accessory factor PseD [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_9_length_38386_cov_110.540997	30460	32397	+	pseD/maf2	13-1962/1962	========/======	9/22	98.52	88.18	vfdb	NP_282479	(pseD/maf2) motility accessory factor PseD [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_9_length_38386_cov_110.540997	32394	34280	+	pseE/maf5	1-1887/1887	===============	0/0	100.00	97.67	vfdb	NP_282483	(pseE/maf5) motility accessory factor PseE [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_9_length_38386_cov_110.540997	34311	36035	-	flaB	1-1719/1719	========/======	2/6	100.00	94.26	vfdb	NP_282484	(flaB) flagellin [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA139575_filtered_contigs.fasta	NODE_9_length_38386_cov_110.540997	36183	37907	-	flaA	1-1719/1719	========/======	2/6	100.00	93.56	vfdb	NP_282485	(flaA) flagellin [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
