Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
CB522_filtered_contigs	NA	NODE_14_length_61789_cov_42.811715	50613	51407	+	iusE	ABC-type iron uptake system ATP-binding protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	iusABCDE	iusABCDE	EXACTX	265	265	100.00	100.00	265	0|AEX70837.1	ABC-type iron uptake system ATP-binding protein	NA	NA
CB522_filtered_contigs	NA	NODE_15_length_50330_cov_44.114037	7431	8282	+	sapD	Surface-anchored pilus proteins sapD	plus	ADHESIN	ADHESIN	SapADE_diphtheriae	SapADE_diphtheriae	BLASTX	284	284	100.00	97.18	284	0|WP_010934306.1	Surface-anchored pilus proteins sapD	NA	NA
CB522_filtered_contigs	NA	NODE_18_length_38118_cov_46.911848	27812	29215	-	ddpD	ABC-type peptide/nickel transporter ATP-binding protein	core	SIDEROPHORE	SIDEROPHORE	cdtQP-sidBA-ddpABCD	cdtQP-sidBA-ddpABCD	BLASTX	468	468	100.00	99.15	468	0|AEX70769.1	ABC-type peptide/nickel transporter ATP-binding protein	NA	NA
CB522_filtered_contigs	NA	NODE_18_length_38118_cov_46.911848	29215	30033	-	ddpC	ABC-type peptide/nickel transporter permease protein	core	SIDEROPHORE	SIDEROPHORE	cdtQP-sidBA-ddpABCD	cdtQP-sidBA-ddpABCD	BLASTX	273	273	100.00	99.63	273	0|AEX70768.1	ABC-type peptide/nickel transporter permease protein	NA	NA
CB522_filtered_contigs	NA	NODE_18_length_38118_cov_46.911848	30033	30983	-	ddpB	ABC-type peptide/nickel transporter permease protein	core	SIDEROPHORE	SIDEROPHORE	cdtQP-sidBA-ddpABCD	cdtQP-sidBA-ddpABCD	BLASTX	317	317	100.00	98.42	317	0|AEX70767.1	ABC-type peptide/nickel transporter permease protein	NA	NA
CB522_filtered_contigs	NA	NODE_18_length_38118_cov_46.911848	30999	32495	-	ddpA	ABC-type peptide transporter solute-binding protein	core	SIDEROPHORE	SIDEROPHORE	cdtQP-sidBA-ddpABCD	cdtQP-sidBA-ddpABCD	BLASTX	499	499	100.00	99.20	499	0|AEX70766.1	ABC-type peptide transporter solute-binding protein	NA	NA
CB522_filtered_contigs	NA	NODE_18_length_38118_cov_46.911848	33804	35582	+	cdtP	ABC transport protein ATP-binding/permease protein	core	SIDEROPHORE	SIDEROPHORE	cdtQP-sidBA-ddpABCD	cdtQP-sidBA-ddpABCD	BLASTX	593	593	100.00	99.16	593	0|AEX70763.1	ABC transport protein ATP-binding/permease protein	NA	NA
CB522_filtered_contigs	NA	NODE_18_length_38118_cov_46.911848	35588	37339	+	cdtQ	ABC transport protein ATP-binding/permease protein	core	SIDEROPHORE	SIDEROPHORE	cdtQP-sidBA-ddpABCD	cdtQP-sidBA-ddpABCD	BLASTX	584	584	100.00	98.63	584	0|AEX70762.1	ABC transport protein ATP-binding/permease protein	NA	NA
CB522_filtered_contigs	NA	NODE_1_length_332826_cov_33.806233	247868	248686	-	frgC	Putative iron-siderophore uptake system ATP-binding component	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	frgCBAD	frgCBAD	BLASTX	273	273	100.00	98.90	273	0|CAE49580.1	Putative iron-siderophore uptake system ATP-binding component	NA	NA
CB522_filtered_contigs	NA	NODE_1_length_332826_cov_33.806233	248686	249642	-	frgB	Putative iron-siderophore uptake system transmembrane component	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	frgCBAD	frgCBAD	BLASTX	319	319	100.00	99.69	319	0|CAE49582.1	Putative iron-siderophore uptake system transmembrane component	NA	NA
CB522_filtered_contigs	NA	NODE_1_length_332826_cov_33.806233	249647	250651	-	frgA	Putative iron-siderophore uptake system transmembrane component	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	frgCBAD	frgCBAD	BLASTX	335	335	100.00	99.70	335	0|CAE49584.1	Putative iron-siderophore uptake system transmembrane component	NA	NA
CB522_filtered_contigs	NA	NODE_1_length_332826_cov_33.806233	250699	251739	+	frgD	Putative iron-siderophore uptake system exported solute-binding component	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	frgCBAD	frgCBAD	BLASTX	347	347	100.00	98.85	347	0|CAE49585.1	Putative iron-siderophore uptake system exported solute-binding component	NA	NA
CB522_filtered_contigs	NA	NODE_20_length_36100_cov_45.836183	5440	6519	+	irp2A	DtxR/iron regulated protein 2	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2ABCDEFGHI	irp2ABCDEFGHI	EXACTX	360	360	100.00	100.00	360	0|AEX68227.1	DtxR/iron regulated protein 2	NA	NA
CB522_filtered_contigs	NA	NODE_20_length_36100_cov_45.836183	6565	7707	+	irp2B	Hypothetical protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2ABCDEFGHI	irp2ABCDEFGHI	BLASTX	381	381	100.00	99.74	381	0|AEX68228.1	Hypothetical protein	NA	NA
CB522_filtered_contigs	NA	NODE_20_length_36100_cov_45.836183	7692	13223	+	irp2C	Putative siderophore biosynthetic protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2ABCDEFGHI	irp2ABCDEFGHI	BLASTX	1844	1844	100.00	99.89	1844	0|AEX68229.1	Putative siderophore biosynthetic protein	NA	NA
CB522_filtered_contigs	NA	NODE_20_length_36100_cov_45.836183	13219	13824	+	irp2D	Hypothetical protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2ABCDEFGHI	irp2ABCDEFGHI	BLASTX	202	202	100.00	99.50	202	0|AEX68230.1	Hypothetical protein	NA	NA
CB522_filtered_contigs	NA	NODE_20_length_36100_cov_45.836183	13824	15452	+	irp2E	Siderophore biosynthetic protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2ABCDEFGHI	irp2ABCDEFGHI	EXACTX	543	543	100.00	100.00	543	0|AEX68231.1	Siderophore biosynthetic protein	NA	NA
CB522_filtered_contigs	NA	NODE_20_length_36100_cov_45.836183	15468	23036	+	irp2F	Putative siderophore biosynthetic protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2ABCDEFGHI	irp2ABCDEFGHI	BLASTX	2523	2523	100.00	99.84	2523	0|AEX68232.1	Putative siderophore biosynthetic protein	NA	NA
CB522_filtered_contigs	NA	NODE_20_length_36100_cov_45.836183	23131	23754	+	irp2G	Putative membrane protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2ABCDEFGHI	irp2ABCDEFGHI	BLASTX	208	208	100.00	99.52	208	0|AEX68233.1	Putative membrane protein	NA	NA
CB522_filtered_contigs	NA	NODE_20_length_36100_cov_45.836183	23757	24500	+	irp2H	Cobalt transport protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2ABCDEFGHI	irp2ABCDEFGHI	EXACTX	248	248	100.00	100.00	248	0|AEX68234.1	Cobalt transport protein	NA	NA
CB522_filtered_contigs	NA	NODE_20_length_36100_cov_45.836183	24500	25975	+	irp2I	ABC transporter ATP-binding protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2ABCDEFGHI	irp2ABCDEFGHI	EXACTX	492	492	100.00	100.00	492	0|AEX68235.1	ABC transporter ATP-binding protein	NA	NA
CB522_filtered_contigs	NA	NODE_20_length_36100_cov_45.836183	25985	27706	-	irp2J	ATP-binding cassette subfamily C	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2JKLMN	irp2JKLMN	BLASTX	574	574	100.00	99.65	574	0|AEX68236.1	ATP-binding cassette subfamily C	NA	NA
CB522_filtered_contigs	NA	NODE_20_length_36100_cov_45.836183	27709	29472	-	irp2K	Lipid A export ATP-binding/permease protein msbA	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2JKLMN	irp2JKLMN	EXACTX	588	588	100.00	100.00	588	0|AEX68237.1	Lipid A export ATP-binding/permease protein msbA	NA	NA
CB522_filtered_contigs	NA	NODE_20_length_36100_cov_45.836183	29503	30249	-	irp2L	Thioesterase	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2JKLMN	irp2JKLMN	EXACTX	249	249	100.00	100.00	249	0|AEX68238.1	Thioesterase	NA	NA
CB522_filtered_contigs	NA	NODE_20_length_36100_cov_45.836183	30285	31460	-	irp2M	Sterol 3-beta-glucosyltransferase	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2JKLMN	irp2JKLMN	BLASTX	392	392	100.00	99.74	392	0|AEX68239.1	Sterol 3-beta-glucosyltransferase	NA	NA
CB522_filtered_contigs	NA	NODE_20_length_36100_cov_45.836183	31510	32136	-	irp2N	Maltose O-acetyltransferase	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2JKLMN	irp2JKLMN	EXACTX	209	209	100.00	100.00	209	0|AEX68240.1	Maltose O-acetyltransferase	NA	NA
CB522_filtered_contigs	NA	NODE_22_length_31278_cov_42.274020	13915	15630	-	DIP1281	Putative invasion protein	core	ADHESIN	ADHESIN	VIRULENCE/ADHESIN	VIRULENCE/ADHESIN	EXACTX	572	572	100.00	100.00	572	306408133|BAJ16536.1	Putative invasion protein	NA	NA
CB522_filtered_contigs	NA	NODE_25_length_29637_cov_47.457099	18188	19252	+	irp1A	ABC-type Fe3+-hydroxamate transport system, periplasmic component	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp1ABCD	irp1ABCD	BLASTX	355	355	100.00	99.44	355	0|AEX70743.1	ABC-type Fe3+-hydroxamate transport system, periplasmic component	NA	NA
CB522_filtered_contigs	NA	NODE_25_length_29637_cov_47.457099	19369	20286	+	irp1B	ABC-type Fe3+-siderophore transport system, permease component	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp1ABCD	irp1ABCD	BLASTX	306	306	100.00	98.69	306	0|AEX70742.1	ABC-type Fe3+-siderophore transport system, permease component	NA	NA
CB522_filtered_contigs	NA	NODE_25_length_29637_cov_47.457099	20286	21338	+	irp1C	ABC-type Fe3+-siderophore transport system, permease component	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp1ABCD	irp1ABCD	BLASTX	351	351	100.00	99.72	351	0|AEX70741.1	ABC-type Fe3+-siderophore transport system, permease component	NA	NA
CB522_filtered_contigs	NA	NODE_25_length_29637_cov_47.457099	21351	22193	+	irp1D	ABC-type Fe3+-siderophore transport system, ATP-binding protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp1ABCD	irp1ABCD	BLASTX	281	281	100.00	98.93	281	0|AEX70740.1	ABC-type Fe3+-siderophore transport system, ATP-binding protein	NA	NA
CB522_filtered_contigs	NA	NODE_26_length_26025_cov_40.386787	18461	19192	-	DIP1880	MdbA thioredoxin domain-containing protein	core	ADHESIN	ADHESIN	VIRULENCE/ADHESIN	VIRULENCE/ADHESIN	BLASTX	244	244	100.00	97.13	244	499237859|WP_010935399.1	MdbA thioredoxin domain-containing protein	NA	NA
CB522_filtered_contigs	NA	NODE_2_length_329649_cov_45.422224	128318	128962	+	hmuO	Heme oxygenase	core	HEME_BINDING_EXTRACTION_AND_IMPORT	HEME_BINDING_EXTRACTION_AND_IMPORT	hmuO	hmuO	BLASTX	215	215	100.00	98.14	215	0|CAE50198.1	Heme oxygenase	NA	NA
CB522_filtered_contigs	NA	NODE_2_length_329649_cov_45.422224	162126	163136	+	DIP1621	Putative secreted protein	core	ADHESIN	ADHESIN	VIRULENCE/ADHESIN	VIRULENCE/ADHESIN	BLASTX	337	337	100.00	99.70	337	38200458|CAE50146.1	Putative secreted protein	NA	NA
CB522_filtered_contigs	NA	NODE_2_length_329649_cov_45.422224	176712	177917	-	DIP0354	Corynebacterium diphtheriae spuA-associated gene cluster DIP0354	plus	MOLECULAR_BIOVAR	MOLECULAR_BIOVAR	SpuA-CLUSTER	SpuA-CLUSTER	BLASTX	402	402	100.00	98.76	402	504067577|WP_014301571.1	Corynebacterium diphtheriae spuA-associated gene cluster DIP0354	NA	NA
CB522_filtered_contigs	NA	NODE_2_length_329649_cov_45.422224	246442	247152	+	DIP1546	Conserved hypothetical protein	core	ADHESIN	ADHESIN	VIRULENCE/ADHESIN	VIRULENCE/ADHESIN	EXACTX	237	237	100.00	100.00	237	0|CAE50071.1	Conserved hypothetical protein	NA	NA
CB522_filtered_contigs	NA	NODE_3_length_264459_cov_43.044652	606	3566	-	DIP0733	UPF0182 family protein	core	ADHESIN	ADHESIN	VIRULENCE/ADHESIN	VIRULENCE/ADHESIN	BLASTX	987	987	100.00	99.39	987	499236975|WP_010934515.1	UPF0182 family protein	NA	NA
CB522_filtered_contigs	NA	NODE_3_length_264459_cov_43.044652	111073	112089	-	htaB	Membrane protein	core	HEME_BINDING_EXTRACTION_AND_IMPORT	HEME_BINDING_EXTRACTION_AND_IMPORT	htaA-hmuTUV-htaBC	htaA-hmuTUV-htaBC	BLASTX	339	339	100.00	99.41	339	0|AEX66778.1	Membrane protein	NA	NA
CB522_filtered_contigs	NA	NODE_3_length_264459_cov_43.044652	112279	113109	-	hmuV	Iron-related transport system ATP-binding protein	core	HEME_BINDING_EXTRACTION_AND_IMPORT	HEME_BINDING_EXTRACTION_AND_IMPORT	htaA-hmuTUV-htaBC	htaA-hmuTUV-htaBC	EXACTX	277	277	100.00	100.00	277	0|AEX66777.1	Iron-related transport system ATP-binding protein	NA	NA
CB522_filtered_contigs	NA	NODE_3_length_264459_cov_43.044652	113133	114182	-	hmuU	Iron-related transport system membrane protein	core	HEME_BINDING_EXTRACTION_AND_IMPORT	HEME_BINDING_EXTRACTION_AND_IMPORT	htaA-hmuTUV-htaBC	htaA-hmuTUV-htaBC	BLASTX	350	350	100.00	99.43	350	0|AEX66776.1	Iron-related transport system membrane protein	NA	NA
CB522_filtered_contigs	NA	NODE_3_length_264459_cov_43.044652	114169	115227	-	hmuT	Iron-related transport system receptor precursor protein	core	HEME_BINDING_EXTRACTION_AND_IMPORT	HEME_BINDING_EXTRACTION_AND_IMPORT	htaA-hmuTUV-htaBC	htaA-hmuTUV-htaBC	BLASTX	353	353	100.00	99.15	353	0|AEX66775.1	Iron-related transport system receptor precursor protein	NA	NA
CB522_filtered_contigs	NA	NODE_3_length_264459_cov_43.044652	115241	116311	-	htaA	Cell-surface hemin receptor; nonfunctional due to frameshift	core	HEME_BINDING_EXTRACTION_AND_IMPORT	HEME_BINDING_EXTRACTION_AND_IMPORT	htaA-hmuTUV-htaBC	htaA-hmuTUV-htaBC	PARTIALX	357	591	60.74	94.43	359	0|CAE49142.1	Cell-surface hemin receptor; nonfunctional due to frameshift	NA	NA
CB522_filtered_contigs	NA	NODE_3_length_264459_cov_43.044652	117309	117611	+	htaC	Cell-surface hemin receptor	core	HEME_BINDING_EXTRACTION_AND_IMPORT	HEME_BINDING_EXTRACTION_AND_IMPORT	htaA-hmuTUV-htaBC	htaA-hmuTUV-htaBC	BLASTX	101	102	99.02	100.00	101	0|AEX66774.1	Cell-surface hemin receptor	NA	NA
CB522_filtered_contigs	NA	NODE_3_length_264459_cov_43.044652	151672	152124	-	ciuG	Conserved membrane protein	core	SIDEROPHORE	SIDEROPHORE	ciuEFG	ciuEFG	BLASTX	151	151	100.00	97.35	151	0|AEX66742.1	Conserved membrane protein	NA	NA
CB522_filtered_contigs	NA	NODE_3_length_264459_cov_43.044652	152133	153359	-	ciuF	Major facilitator transporter	core	SIDEROPHORE	SIDEROPHORE	ciuEFG	ciuEFG	BLASTX	409	409	100.00	98.29	409	0|AEX66741.1	Major facilitator transporter	NA	NA
CB522_filtered_contigs	NA	NODE_3_length_264459_cov_43.044652	153409	156723	-	ciuE	Putative siderophore biosynthesis related protein	core	SIDEROPHORE	SIDEROPHORE	ciuEFG	ciuEFG	BLASTX	1105	1107	99.82	97.19	1105	0|AEX66740.1	Putative siderophore biosynthesis related protein	NA	NA
CB522_filtered_contigs	NA	NODE_3_length_264459_cov_43.044652	156748	157557	-	ciuD	Putative iron transport system ATP-binding protein	core	SIDEROPHORE	SIDEROPHORE	ciuABCD	ciuABCD	BLASTX	270	270	100.00	98.89	270	0|AEX66739.1	Putative iron transport system ATP-binding protein	NA	NA
CB522_filtered_contigs	NA	NODE_3_length_264459_cov_43.044652	157564	158544	-	ciuC	Putative iron transport system membrane protein	core	SIDEROPHORE	SIDEROPHORE	ciuABCD	ciuABCD	BLASTX	327	327	100.00	98.17	327	0|AEX66738.1	Putative iron transport system membrane protein	NA	NA
CB522_filtered_contigs	NA	NODE_3_length_264459_cov_43.044652	158547	159482	-	ciuB	Putative iron transport system membrane protein	core	SIDEROPHORE	SIDEROPHORE	ciuABCD	ciuABCD	EXACTX	312	312	100.00	100.00	312	0|AEX66737.1	Putative iron transport system membrane protein	NA	NA
CB522_filtered_contigs	NA	NODE_3_length_264459_cov_43.044652	159566	160459	-	ciuA	Putative iron transport system binding secreted protein	core	SIDEROPHORE	SIDEROPHORE	ciuABCD	ciuABCD	BLASTX	298	298	100.00	99.66	298	0|AEX66736.1	Putative iron transport system binding secreted protein	NA	NA
CB522_filtered_contigs	NA	NODE_3_length_264459_cov_43.044652	248503	252222	+	narG	Corynebacterium diphtheriae nitrate reductase subunit alpha narG	plus	MOLECULAR_BIOVAR	MOLECULAR_BIOVAR	narG	narG	BLASTX	1240	1240	100.00	94.11	1240	499236802|WP_010934342.1	Corynebacterium diphtheriae nitrate reductase subunit alpha narG	NA	NA
CB522_filtered_contigs	NA	NODE_3_length_264459_cov_43.044652	252225	253823	+	narH	Corynebacterium diphtheriae nitrate reductase subunit beta narH	plus	MOLECULAR_BIOVAR	MOLECULAR_BIOVAR	narIJHK	narIJHK	BLASTX	533	533	100.00	91.74	533	490703387|WP_004566788.1	Corynebacterium diphtheriae nitrate reductase subunit beta narH	NA	NA
CB522_filtered_contigs	NA	NODE_7_length_93286_cov_38.965596	43027	43704	+	dtxR_diphtheriae	Corynebacterium diphtheriae diphtheria toxin repressor DtxR	plus	REGULATOR	REGULATOR	REPRESSOR	METAL_ION-REGULATED	BLASTX	226	226	100.00	99.12	226	38200261|CAE49945.1	Corynebacterium diphtheriae diphtheria toxin repressor DtxR	NA	NA
CB522_filtered_contigs	NA	NODE_9_length_81849_cov_46.681922	29104	29859	-	irp6C	ATP-binding protein Irp6C	core	SIDEROPHORE	SIDEROPHORE	irp6ABC	irp6ABC	BLASTX	252	252	100.00	99.60	252	0|CAE48614.1	ATP-binding protein Irp6C	NA	NA
CB522_filtered_contigs	NA	NODE_9_length_81849_cov_46.681922	29864	30904	-	irp6B	Membrane protein permease Irp6B	core	SIDEROPHORE	SIDEROPHORE	irp6ABC	irp6ABC	BLASTX	347	347	100.00	98.27	347	0|CAE48613.1	Membrane protein permease Irp6B	NA	NA
CB522_filtered_contigs	NA	NODE_9_length_81849_cov_46.681922	30908	32092	-	irp6A	Ferrisiderophore receptor Irp6A	core	SIDEROPHORE	SIDEROPHORE	irp6ABC	irp6ABC	BLASTX	395	395	100.00	96.46	395	0|CAE48612.1	Ferrisiderophore receptor Irp6A	NA	NA
