Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
CB527_filtered_contigs	NA	NODE_15_length_76432_cov_27.400983	63503	64126	+	irp2G	Putative membrane protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2ABCDEFGHI	irp2ABCDEFGHI	BLASTX	208	208	100.00	99.52	208	0|AEX68233.1	Putative membrane protein	NA	NA
CB527_filtered_contigs	NA	NODE_15_length_76432_cov_27.400983	64129	64872	+	irp2H	Cobalt transport protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2ABCDEFGHI	irp2ABCDEFGHI	EXACTX	248	248	100.00	100.00	248	0|AEX68234.1	Cobalt transport protein	NA	NA
CB527_filtered_contigs	NA	NODE_15_length_76432_cov_27.400983	64872	66347	+	irp2I	ABC transporter ATP-binding protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2ABCDEFGHI	irp2ABCDEFGHI	BLASTX	492	492	100.00	99.80	492	0|AEX68235.1	ABC transporter ATP-binding protein	NA	NA
CB527_filtered_contigs	NA	NODE_15_length_76432_cov_27.400983	66357	68078	-	irp2J	ATP-binding cassette subfamily C	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2JKLMN	irp2JKLMN	BLASTX	574	574	100.00	99.65	574	0|AEX68236.1	ATP-binding cassette subfamily C	NA	NA
CB527_filtered_contigs	NA	NODE_15_length_76432_cov_27.400983	68081	69844	-	irp2K	Lipid A export ATP-binding/permease protein msbA	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2JKLMN	irp2JKLMN	BLASTX	588	588	100.00	99.83	588	0|AEX68237.1	Lipid A export ATP-binding/permease protein msbA	NA	NA
CB527_filtered_contigs	NA	NODE_15_length_76432_cov_27.400983	69875	70621	-	irp2L	Thioesterase	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2JKLMN	irp2JKLMN	EXACTX	249	249	100.00	100.00	249	0|AEX68238.1	Thioesterase	NA	NA
CB527_filtered_contigs	NA	NODE_15_length_76432_cov_27.400983	70657	71832	-	irp2M	Sterol 3-beta-glucosyltransferase	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2JKLMN	irp2JKLMN	BLASTX	392	392	100.00	99.74	392	0|AEX68239.1	Sterol 3-beta-glucosyltransferase	NA	NA
CB527_filtered_contigs	NA	NODE_15_length_76432_cov_27.400983	71882	72508	-	irp2N	Maltose O-acetyltransferase	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2JKLMN	irp2JKLMN	BLASTX	209	209	100.00	99.52	209	0|AEX68240.1	Maltose O-acetyltransferase	NA	NA
CB527_filtered_contigs	NA	NODE_19_length_57925_cov_28.614589	26681	27709	-	iutE	ABC-type iron uptake system substrate-binding protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	iutABCDE	iutABCDE	BLASTX	343	345	100.00	97.68	345	0|AEX68813.1	ABC-type iron uptake system substrate-binding protein	NA	NA
CB527_filtered_contigs	NA	NODE_19_length_57925_cov_28.614589	27796	28644	-	iutD	ABC-type iron uptake system membrane protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	iutABCDE	iutABCDE	BLASTX	283	283	100.00	98.59	283	0|AEX68812.1	ABC-type iron uptake system membrane protein	NA	NA
CB527_filtered_contigs	NA	NODE_19_length_57925_cov_28.614589	28644	29369	-	iutC	ABC-type iron uptake system membrane protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	iutABCDE	iutABCDE	BLASTX	242	242	100.00	99.59	242	0|AEX68811.1	ABC-type iron uptake system membrane protein	NA	NA
CB527_filtered_contigs	NA	NODE_19_length_57925_cov_28.614589	29540	30271	-	iutB	ABC-type iron uptake system ATP-binding protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	iutABCDE	iutABCDE	BLASTX	244	244	100.00	99.59	244	0|AEX68810.1	ABC-type iron uptake system ATP-binding protein	NA	NA
CB527_filtered_contigs	NA	NODE_19_length_57925_cov_28.614589	30373	31335	-	iutA	ABC-type iron uptake system periplasmic component	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	iutABCDE	iutABCDE	EXACTX	321	321	100.00	100.00	321	0|AEX68809.1	ABC-type iron uptake system periplasmic component	NA	NA
CB527_filtered_contigs	NA	NODE_1_length_202350_cov_25.575835	125657	126697	-	frgD	Putative iron-siderophore uptake system exported solute-binding component	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	frgCBAD	frgCBAD	EXACTX	347	347	100.00	100.00	347	0|CAE49585.1	Putative iron-siderophore uptake system exported solute-binding component	NA	NA
CB527_filtered_contigs	NA	NODE_1_length_202350_cov_25.575835	126745	127749	+	frgA	Putative iron-siderophore uptake system transmembrane component	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	frgCBAD	frgCBAD	BLASTX	335	335	100.00	99.70	335	0|CAE49584.1	Putative iron-siderophore uptake system transmembrane component	NA	NA
CB527_filtered_contigs	NA	NODE_1_length_202350_cov_25.575835	127754	128710	+	frgB	Putative iron-siderophore uptake system transmembrane component	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	frgCBAD	frgCBAD	BLASTX	319	319	100.00	99.37	319	0|CAE49582.1	Putative iron-siderophore uptake system transmembrane component	NA	NA
CB527_filtered_contigs	NA	NODE_1_length_202350_cov_25.575835	128710	129528	+	frgC	Putative iron-siderophore uptake system ATP-binding component	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	frgCBAD	frgCBAD	BLASTX	273	273	100.00	98.90	273	0|CAE49580.1	Putative iron-siderophore uptake system ATP-binding component	NA	NA
CB527_filtered_contigs	NA	NODE_20_length_54923_cov_37.076283	3677	4387	+	DIP1546	Conserved hypothetical protein	core	ADHESIN	ADHESIN	VIRULENCE/ADHESIN	VIRULENCE/ADHESIN	BLASTX	237	237	100.00	99.58	237	0|CAE50071.1	Conserved hypothetical protein	NA	NA
CB527_filtered_contigs	NA	NODE_21_length_48028_cov_31.095551	32710	34425	+	DIP1281	Putative invasion protein	core	ADHESIN	ADHESIN	VIRULENCE/ADHESIN	VIRULENCE/ADHESIN	BLASTX	572	572	100.00	99.30	572	306408133|BAJ16536.1	Putative invasion protein	NA	NA
CB527_filtered_contigs	NA	NODE_22_length_44746_cov_28.934154	32479	33663	+	irp6A	Ferrisiderophore receptor Irp6A	core	SIDEROPHORE	SIDEROPHORE	irp6ABC	irp6ABC	BLASTX	395	395	100.00	97.47	395	0|CAE48612.1	Ferrisiderophore receptor Irp6A	NA	NA
CB527_filtered_contigs	NA	NODE_22_length_44746_cov_28.934154	33667	34707	+	irp6B	Membrane protein permease Irp6B	core	SIDEROPHORE	SIDEROPHORE	irp6ABC	irp6ABC	BLASTX	347	347	100.00	98.27	347	0|CAE48613.1	Membrane protein permease Irp6B	NA	NA
CB527_filtered_contigs	NA	NODE_22_length_44746_cov_28.934154	34712	35467	+	irp6C	ATP-binding protein Irp6C	core	SIDEROPHORE	SIDEROPHORE	irp6ABC	irp6ABC	BLASTX	252	252	100.00	99.60	252	0|CAE48614.1	ATP-binding protein Irp6C	NA	NA
CB527_filtered_contigs	NA	NODE_25_length_26029_cov_30.207165	6719	7450	+	DIP1880	MdbA thioredoxin domain-containing protein	core	ADHESIN	ADHESIN	VIRULENCE/ADHESIN	VIRULENCE/ADHESIN	BLASTX	244	244	100.00	97.13	244	499237859|WP_010935399.1	MdbA thioredoxin domain-containing protein	NA	NA
CB527_filtered_contigs	NA	NODE_26_length_25048_cov_30.754705	152	658	-	rbp-like	Ribosome binding protein like	plus	VIRULENCE	VIRULENCE	OTHER_TOXINS	OTHER_TOXINS	PARTIALX	169	229	79.91	86.34	183	372114090|AEX80148.1	Ribosome binding protein like	NA	NA
CB527_filtered_contigs	NA	NODE_31_length_18365_cov_29.380853	2318	6037	+	narG	Corynebacterium diphtheriae nitrate reductase subunit alpha narG	plus	MOLECULAR_BIOVAR	MOLECULAR_BIOVAR	narG	narG	BLASTX	1240	1240	100.00	94.11	1240	499236802|WP_010934342.1	Corynebacterium diphtheriae nitrate reductase subunit alpha narG	NA	NA
CB527_filtered_contigs	NA	NODE_31_length_18365_cov_29.380853	6040	7638	+	narH	Corynebacterium diphtheriae nitrate reductase subunit beta narH	plus	MOLECULAR_BIOVAR	MOLECULAR_BIOVAR	narIJHK	narIJHK	BLASTX	533	533	100.00	91.56	533	490703387|WP_004566788.1	Corynebacterium diphtheriae nitrate reductase subunit beta narH	NA	NA
CB527_filtered_contigs	NA	NODE_34_length_5604_cov_30.800438	538	1368	-	hmuV	Iron-related transport system ATP-binding protein	core	HEME_BINDING_EXTRACTION_AND_IMPORT	HEME_BINDING_EXTRACTION_AND_IMPORT	htaA-hmuTUV-htaBC	htaA-hmuTUV-htaBC	BLASTX	277	277	100.00	98.56	277	0|AEX66777.1	Iron-related transport system ATP-binding protein	NA	NA
CB527_filtered_contigs	NA	NODE_34_length_5604_cov_30.800438	1392	2441	-	hmuU	Iron-related transport system membrane protein	core	HEME_BINDING_EXTRACTION_AND_IMPORT	HEME_BINDING_EXTRACTION_AND_IMPORT	htaA-hmuTUV-htaBC	htaA-hmuTUV-htaBC	BLASTX	350	350	100.00	97.14	350	0|AEX66776.1	Iron-related transport system membrane protein	NA	NA
CB527_filtered_contigs	NA	NODE_34_length_5604_cov_30.800438	2428	3486	-	hmuT	Iron-related transport system receptor precursor protein	core	HEME_BINDING_EXTRACTION_AND_IMPORT	HEME_BINDING_EXTRACTION_AND_IMPORT	htaA-hmuTUV-htaBC	htaA-hmuTUV-htaBC	BLASTX	353	353	100.00	98.58	353	0|AEX66775.1	Iron-related transport system receptor precursor protein	NA	NA
CB527_filtered_contigs	NA	NODE_34_length_5604_cov_30.800438	3500	4570	-	htaA	Cell-surface hemin receptor; nonfunctional due to frameshift	core	HEME_BINDING_EXTRACTION_AND_IMPORT	HEME_BINDING_EXTRACTION_AND_IMPORT	htaA-hmuTUV-htaBC	htaA-hmuTUV-htaBC	PARTIALX	357	591	60.74	95.54	359	0|CAE49142.1	Cell-surface hemin receptor; nonfunctional due to frameshift	NA	NA
CB527_filtered_contigs	NA	NODE_36_length_4196_cov_33.193168	312	611	-	DIP0351	Corynebacterium diphtheriae spuA-associated gene cluster DIP0351	plus	MOLECULAR_BIOVAR	MOLECULAR_BIOVAR	SpuA-CLUSTER	SpuA-CLUSTER	PARTIALX	100	123	81.30	98.00	100	499236695|WP_010934235.1	Corynebacterium diphtheriae spuA-associated gene cluster DIP0351	NA	NA
CB527_filtered_contigs	NA	NODE_3_length_163042_cov_34.251561	146700	147344	+	hmuO	Heme oxygenase	core	HEME_BINDING_EXTRACTION_AND_IMPORT	HEME_BINDING_EXTRACTION_AND_IMPORT	hmuO	hmuO	BLASTX	215	215	100.00	98.60	215	0|CAE50198.1	Heme oxygenase	NA	NA
CB527_filtered_contigs	NA	NODE_40_length_1688_cov_56.467649	151	1356	-	DIP0354	Corynebacterium diphtheriae spuA-associated gene cluster DIP0354	plus	MOLECULAR_BIOVAR	MOLECULAR_BIOVAR	SpuA-CLUSTER	SpuA-CLUSTER	BLASTX	402	402	100.00	98.26	402	504067577|WP_014301571.1	Corynebacterium diphtheriae spuA-associated gene cluster DIP0354	NA	NA
CB527_filtered_contigs	NA	NODE_49_length_434_cov_58.563518	1	372	+	DIP0353	Corynebacterium diphtheriae spuA-associated gene cluster DIP0353	plus	MOLECULAR_BIOVAR	MOLECULAR_BIOVAR	SpuA-CLUSTER	SpuA-CLUSTER	PARTIAL_CONTIG_ENDX	124	172	72.09	97.58	124	499236697|WP_010934237.1	Corynebacterium diphtheriae spuA-associated gene cluster DIP0353	NA	NA
CB527_filtered_contigs	NA	NODE_4_length_124964_cov_29.075795	42937	43614	+	dtxR_diphtheriae	Corynebacterium diphtheriae diphtheria toxin repressor DtxR	plus	REGULATOR	REGULATOR	REPRESSOR	METAL_ION-REGULATED	BLASTX	226	226	100.00	99.12	226	38200261|CAE49945.1	Corynebacterium diphtheriae diphtheria toxin repressor DtxR	NA	NA
CB527_filtered_contigs	NA	NODE_5_length_117447_cov_31.063263	74910	75803	+	ciuA	Putative iron transport system binding secreted protein	core	SIDEROPHORE	SIDEROPHORE	ciuABCD	ciuABCD	BLASTX	298	298	100.00	98.99	298	0|AEX66736.1	Putative iron transport system binding secreted protein	NA	NA
CB527_filtered_contigs	NA	NODE_5_length_117447_cov_31.063263	75888	76823	+	ciuB	Putative iron transport system membrane protein	core	SIDEROPHORE	SIDEROPHORE	ciuABCD	ciuABCD	BLASTX	312	312	100.00	99.36	312	0|AEX66737.1	Putative iron transport system membrane protein	NA	NA
CB527_filtered_contigs	NA	NODE_5_length_117447_cov_31.063263	76826	77806	+	ciuC	Putative iron transport system membrane protein	core	SIDEROPHORE	SIDEROPHORE	ciuABCD	ciuABCD	BLASTX	327	327	100.00	98.78	327	0|AEX66738.1	Putative iron transport system membrane protein	NA	NA
CB527_filtered_contigs	NA	NODE_5_length_117447_cov_31.063263	77813	78622	+	ciuD	Putative iron transport system ATP-binding protein	core	SIDEROPHORE	SIDEROPHORE	ciuABCD	ciuABCD	BLASTX	270	270	100.00	99.26	270	0|AEX66739.1	Putative iron transport system ATP-binding protein	NA	NA
CB527_filtered_contigs	NA	NODE_5_length_117447_cov_31.063263	78647	81967	+	ciuE	Putative siderophore biosynthesis related protein	core	SIDEROPHORE	SIDEROPHORE	ciuEFG	ciuEFG	BLASTX	1107	1107	100.00	98.64	1107	0|AEX66740.1	Putative siderophore biosynthesis related protein	NA	NA
CB527_filtered_contigs	NA	NODE_5_length_117447_cov_31.063263	82010	83236	+	ciuF	Major facilitator transporter	core	SIDEROPHORE	SIDEROPHORE	ciuEFG	ciuEFG	BLASTX	409	409	100.00	98.78	409	0|AEX66741.1	Major facilitator transporter	NA	NA
CB527_filtered_contigs	NA	NODE_5_length_117447_cov_31.063263	83245	83697	+	ciuG	Conserved membrane protein	core	SIDEROPHORE	SIDEROPHORE	ciuEFG	ciuEFG	BLASTX	151	151	100.00	96.03	151	0|AEX66742.1	Conserved membrane protein	NA	NA
CB527_filtered_contigs	NA	NODE_5_length_117447_cov_31.063263	117018	117233	-	htaC	Cell-surface hemin receptor	core	HEME_BINDING_EXTRACTION_AND_IMPORT	HEME_BINDING_EXTRACTION_AND_IMPORT	htaA-hmuTUV-htaBC	htaA-hmuTUV-htaBC	PARTIALX	72	102	70.59	87.50	72	0|AEX66774.1	Cell-surface hemin receptor	NA	NA
CB527_filtered_contigs	NA	NODE_6_length_113241_cov_31.427268	404	3364	-	DIP0733	UPF0182 family protein	core	ADHESIN	ADHESIN	VIRULENCE/ADHESIN	VIRULENCE/ADHESIN	BLASTX	987	987	100.00	99.90	987	499236975|WP_010934515.1	UPF0182 family protein	NA	NA
CB527_filtered_contigs	NA	NODE_7_length_112309_cov_33.860949	20619	21470	-	sapD	Surface-anchored pilus proteins sapD	plus	ADHESIN	ADHESIN	SapADE_diphtheriae	SapADE_diphtheriae	BLASTX	284	284	100.00	99.65	284	0|WP_010934306.1	Surface-anchored pilus proteins sapD	NA	NA
CB527_filtered_contigs	NA	NODE_7_length_112309_cov_33.860949	102646	110379	-	spuA	Corynebacterium diphtheriae spuA-associated gene cluster spuA	plus	MOLECULAR_BIOVAR	MOLECULAR_BIOVAR	spuA	spuA	BLASTX	2578	2578	100.00	99.88	2578	499236699|WP_010934239.1	Corynebacterium diphtheriae spuA-associated gene cluster spuA	NA	NA
CB527_filtered_contigs	NA	NODE_9_length_104150_cov_36.703210	85009	86019	-	DIP1621	Putative secreted protein	core	ADHESIN	ADHESIN	VIRULENCE/ADHESIN	VIRULENCE/ADHESIN	BLASTX	337	337	100.00	99.70	337	38200458|CAE50146.1	Putative secreted protein	NA	NA
