Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
CB530_filtered_contigs	NA	NODE_12_length_76453_cov_47.296898	22277	22882	-	irp2D	Hypothetical protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2ABCDEFGHI	irp2ABCDEFGHI	BLASTX	202	202	100.00	99.01	202	0|AEX68230.1	Hypothetical protein	NA	NA
CB530_filtered_contigs	NA	NODE_12_length_76453_cov_47.296898	22878	28409	-	irp2C	Putative siderophore biosynthetic protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2ABCDEFGHI	irp2ABCDEFGHI	BLASTX	1844	1844	100.00	99.89	1844	0|AEX68229.1	Putative siderophore biosynthetic protein	NA	NA
CB530_filtered_contigs	NA	NODE_12_length_76453_cov_47.296898	28394	29536	-	irp2B	Hypothetical protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2ABCDEFGHI	irp2ABCDEFGHI	EXACTX	381	381	100.00	100.00	381	0|AEX68228.1	Hypothetical protein	NA	NA
CB530_filtered_contigs	NA	NODE_12_length_76453_cov_47.296898	29582	30661	-	irp2A	DtxR/iron regulated protein 2	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp2ABCDEFGHI	irp2ABCDEFGHI	EXACTX	360	360	100.00	100.00	360	0|AEX68227.1	DtxR/iron regulated protein 2	NA	NA
CB530_filtered_contigs	NA	NODE_13_length_64746_cov_48.719742	22175	23068	+	ciuA	Putative iron transport system binding secreted protein	core	SIDEROPHORE	SIDEROPHORE	ciuABCD	ciuABCD	BLASTX	298	298	100.00	98.99	298	0|AEX66736.1	Putative iron transport system binding secreted protein	NA	NA
CB530_filtered_contigs	NA	NODE_13_length_64746_cov_48.719742	23153	24088	+	ciuB	Putative iron transport system membrane protein	core	SIDEROPHORE	SIDEROPHORE	ciuABCD	ciuABCD	BLASTX	312	312	100.00	99.36	312	0|AEX66737.1	Putative iron transport system membrane protein	NA	NA
CB530_filtered_contigs	NA	NODE_13_length_64746_cov_48.719742	24091	25071	+	ciuC	Putative iron transport system membrane protein	core	SIDEROPHORE	SIDEROPHORE	ciuABCD	ciuABCD	BLASTX	327	327	100.00	98.78	327	0|AEX66738.1	Putative iron transport system membrane protein	NA	NA
CB530_filtered_contigs	NA	NODE_13_length_64746_cov_48.719742	25078	25887	+	ciuD	Putative iron transport system ATP-binding protein	core	SIDEROPHORE	SIDEROPHORE	ciuABCD	ciuABCD	BLASTX	270	270	100.00	99.26	270	0|AEX66739.1	Putative iron transport system ATP-binding protein	NA	NA
CB530_filtered_contigs	NA	NODE_13_length_64746_cov_48.719742	25912	29232	+	ciuE	Putative siderophore biosynthesis related protein	core	SIDEROPHORE	SIDEROPHORE	ciuEFG	ciuEFG	BLASTX	1107	1107	100.00	98.64	1107	0|AEX66740.1	Putative siderophore biosynthesis related protein	NA	NA
CB530_filtered_contigs	NA	NODE_13_length_64746_cov_48.719742	29275	30501	+	ciuF	Major facilitator transporter	core	SIDEROPHORE	SIDEROPHORE	ciuEFG	ciuEFG	BLASTX	409	409	100.00	98.78	409	0|AEX66741.1	Major facilitator transporter	NA	NA
CB530_filtered_contigs	NA	NODE_13_length_64746_cov_48.719742	30510	30962	+	ciuG	Conserved membrane protein	core	SIDEROPHORE	SIDEROPHORE	ciuEFG	ciuEFG	BLASTX	151	151	100.00	96.03	151	0|AEX66742.1	Conserved membrane protein	NA	NA
CB530_filtered_contigs	NA	NODE_13_length_64746_cov_48.719742	64282	64497	-	htaC	Cell-surface hemin receptor	core	HEME_BINDING_EXTRACTION_AND_IMPORT	HEME_BINDING_EXTRACTION_AND_IMPORT	htaA-hmuTUV-htaBC	htaA-hmuTUV-htaBC	PARTIALX	72	102	70.59	87.50	72	0|AEX66774.1	Cell-surface hemin receptor	NA	NA
CB530_filtered_contigs	NA	NODE_17_length_54076_cov_61.202117	50537	51247	-	DIP1546	Conserved hypothetical protein	core	ADHESIN	ADHESIN	VIRULENCE/ADHESIN	VIRULENCE/ADHESIN	BLASTX	237	237	100.00	99.58	237	0|CAE50071.1	Conserved hypothetical protein	NA	NA
CB530_filtered_contigs	NA	NODE_19_length_48002_cov_50.222371	13604	15319	-	DIP1281	Putative invasion protein	core	ADHESIN	ADHESIN	VIRULENCE/ADHESIN	VIRULENCE/ADHESIN	BLASTX	572	572	100.00	99.30	572	306408133|BAJ16536.1	Putative invasion protein	NA	NA
CB530_filtered_contigs	NA	NODE_1_length_336427_cov_41.051534	216048	216866	-	frgC	Putative iron-siderophore uptake system ATP-binding component	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	frgCBAD	frgCBAD	BLASTX	273	273	100.00	98.90	273	0|CAE49580.1	Putative iron-siderophore uptake system ATP-binding component	NA	NA
CB530_filtered_contigs	NA	NODE_1_length_336427_cov_41.051534	216866	217822	-	frgB	Putative iron-siderophore uptake system transmembrane component	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	frgCBAD	frgCBAD	BLASTX	319	319	100.00	99.37	319	0|CAE49582.1	Putative iron-siderophore uptake system transmembrane component	NA	NA
CB530_filtered_contigs	NA	NODE_1_length_336427_cov_41.051534	217827	218831	-	frgA	Putative iron-siderophore uptake system transmembrane component	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	frgCBAD	frgCBAD	BLASTX	335	335	100.00	99.70	335	0|CAE49584.1	Putative iron-siderophore uptake system transmembrane component	NA	NA
CB530_filtered_contigs	NA	NODE_1_length_336427_cov_41.051534	218879	219919	+	frgD	Putative iron-siderophore uptake system exported solute-binding component	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	frgCBAD	frgCBAD	EXACTX	347	347	100.00	100.00	347	0|CAE49585.1	Putative iron-siderophore uptake system exported solute-binding component	NA	NA
CB530_filtered_contigs	NA	NODE_20_length_44746_cov_47.421726	32479	33663	+	irp6A	Ferrisiderophore receptor Irp6A	core	SIDEROPHORE	SIDEROPHORE	irp6ABC	irp6ABC	BLASTX	395	395	100.00	97.47	395	0|CAE48612.1	Ferrisiderophore receptor Irp6A	NA	NA
CB530_filtered_contigs	NA	NODE_20_length_44746_cov_47.421726	33667	34707	+	irp6B	Membrane protein permease Irp6B	core	SIDEROPHORE	SIDEROPHORE	irp6ABC	irp6ABC	BLASTX	347	347	100.00	98.27	347	0|CAE48613.1	Membrane protein permease Irp6B	NA	NA
CB530_filtered_contigs	NA	NODE_20_length_44746_cov_47.421726	34712	35467	+	irp6C	ATP-binding protein Irp6C	core	SIDEROPHORE	SIDEROPHORE	irp6ABC	irp6ABC	BLASTX	252	252	100.00	99.60	252	0|CAE48614.1	ATP-binding protein Irp6C	NA	NA
CB530_filtered_contigs	NA	NODE_22_length_39243_cov_49.313171	7999	9027	-	iutE	ABC-type iron uptake system substrate-binding protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	iutABCDE	iutABCDE	BLASTX	343	345	100.00	97.68	345	0|AEX68813.1	ABC-type iron uptake system substrate-binding protein	NA	NA
CB530_filtered_contigs	NA	NODE_22_length_39243_cov_49.313171	9114	9962	-	iutD	ABC-type iron uptake system membrane protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	iutABCDE	iutABCDE	BLASTX	283	283	100.00	98.59	283	0|AEX68812.1	ABC-type iron uptake system membrane protein	NA	NA
CB530_filtered_contigs	NA	NODE_22_length_39243_cov_49.313171	9962	10687	-	iutC	ABC-type iron uptake system membrane protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	iutABCDE	iutABCDE	BLASTX	242	242	100.00	99.59	242	0|AEX68811.1	ABC-type iron uptake system membrane protein	NA	NA
CB530_filtered_contigs	NA	NODE_22_length_39243_cov_49.313171	10858	11589	-	iutB	ABC-type iron uptake system ATP-binding protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	iutABCDE	iutABCDE	BLASTX	244	244	100.00	99.59	244	0|AEX68810.1	ABC-type iron uptake system ATP-binding protein	NA	NA
CB530_filtered_contigs	NA	NODE_22_length_39243_cov_49.313171	11691	12653	-	iutA	ABC-type iron uptake system periplasmic component	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	iutABCDE	iutABCDE	EXACTX	321	321	100.00	100.00	321	0|AEX68809.1	ABC-type iron uptake system periplasmic component	NA	NA
CB530_filtered_contigs	NA	NODE_25_length_25816_cov_50.820896	6506	7237	+	DIP1880	MdbA thioredoxin domain-containing protein	core	ADHESIN	ADHESIN	VIRULENCE/ADHESIN	VIRULENCE/ADHESIN	BLASTX	244	244	100.00	97.13	244	499237859|WP_010935399.1	MdbA thioredoxin domain-containing protein	NA	NA
CB530_filtered_contigs	NA	NODE_27_length_25072_cov_52.088154	24391	24897	+	rbp-like	Ribosome binding protein like	plus	VIRULENCE	VIRULENCE	OTHER_TOXINS	OTHER_TOXINS	PARTIALX	169	229	79.91	86.34	183	372114090|AEX80148.1	Ribosome binding protein like	NA	NA
CB530_filtered_contigs	NA	NODE_2_length_275788_cov_59.039403	147566	148210	+	hmuO	Heme oxygenase	core	HEME_BINDING_EXTRACTION_AND_IMPORT	HEME_BINDING_EXTRACTION_AND_IMPORT	hmuO	hmuO	BLASTX	215	215	100.00	98.60	215	0|CAE50198.1	Heme oxygenase	NA	NA
CB530_filtered_contigs	NA	NODE_2_length_275788_cov_59.039403	189854	190864	+	DIP1621	Putative secreted protein	core	ADHESIN	ADHESIN	VIRULENCE/ADHESIN	VIRULENCE/ADHESIN	BLASTX	337	337	100.00	99.70	337	38200458|CAE50146.1	Putative secreted protein	NA	NA
CB530_filtered_contigs	NA	NODE_34_length_18366_cov_49.487911	2319	6038	+	narG	Corynebacterium diphtheriae nitrate reductase subunit alpha narG	plus	MOLECULAR_BIOVAR	MOLECULAR_BIOVAR	narG	narG	BLASTX	1240	1240	100.00	94.11	1240	499236802|WP_010934342.1	Corynebacterium diphtheriae nitrate reductase subunit alpha narG	NA	NA
CB530_filtered_contigs	NA	NODE_34_length_18366_cov_49.487911	6041	7639	+	narH	Corynebacterium diphtheriae nitrate reductase subunit beta narH	plus	MOLECULAR_BIOVAR	MOLECULAR_BIOVAR	narIJHK	narIJHK	BLASTX	533	533	100.00	91.56	533	490703387|WP_004566788.1	Corynebacterium diphtheriae nitrate reductase subunit beta narH	NA	NA
CB530_filtered_contigs	NA	NODE_38_length_5604_cov_46.218368	1035	2105	+	htaA	Cell-surface hemin receptor; nonfunctional due to frameshift	core	HEME_BINDING_EXTRACTION_AND_IMPORT	HEME_BINDING_EXTRACTION_AND_IMPORT	htaA-hmuTUV-htaBC	htaA-hmuTUV-htaBC	PARTIALX	357	591	60.74	95.54	359	0|CAE49142.1	Cell-surface hemin receptor; nonfunctional due to frameshift	NA	NA
CB530_filtered_contigs	NA	NODE_38_length_5604_cov_46.218368	2119	3177	+	hmuT	Iron-related transport system receptor precursor protein	core	HEME_BINDING_EXTRACTION_AND_IMPORT	HEME_BINDING_EXTRACTION_AND_IMPORT	htaA-hmuTUV-htaBC	htaA-hmuTUV-htaBC	BLASTX	353	353	100.00	98.58	353	0|AEX66775.1	Iron-related transport system receptor precursor protein	NA	NA
CB530_filtered_contigs	NA	NODE_38_length_5604_cov_46.218368	3164	4213	+	hmuU	Iron-related transport system membrane protein	core	HEME_BINDING_EXTRACTION_AND_IMPORT	HEME_BINDING_EXTRACTION_AND_IMPORT	htaA-hmuTUV-htaBC	htaA-hmuTUV-htaBC	BLASTX	350	350	100.00	97.14	350	0|AEX66776.1	Iron-related transport system membrane protein	NA	NA
CB530_filtered_contigs	NA	NODE_38_length_5604_cov_46.218368	4237	5067	+	hmuV	Iron-related transport system ATP-binding protein	core	HEME_BINDING_EXTRACTION_AND_IMPORT	HEME_BINDING_EXTRACTION_AND_IMPORT	htaA-hmuTUV-htaBC	htaA-hmuTUV-htaBC	BLASTX	277	277	100.00	98.56	277	0|AEX66777.1	Iron-related transport system ATP-binding protein	NA	NA
CB530_filtered_contigs	NA	NODE_40_length_4195_cov_60.125369	3585	3884	+	DIP0351	Corynebacterium diphtheriae spuA-associated gene cluster DIP0351	plus	MOLECULAR_BIOVAR	MOLECULAR_BIOVAR	SpuA-CLUSTER	SpuA-CLUSTER	PARTIALX	100	123	81.30	98.00	100	499236695|WP_010934235.1	Corynebacterium diphtheriae spuA-associated gene cluster DIP0351	NA	NA
CB530_filtered_contigs	NA	NODE_4_length_148100_cov_50.103904	109878	112838	+	DIP0733	UPF0182 family protein	core	ADHESIN	ADHESIN	VIRULENCE/ADHESIN	VIRULENCE/ADHESIN	BLASTX	987	987	100.00	99.90	987	499236975|WP_010934515.1	UPF0182 family protein	NA	NA
CB530_filtered_contigs	NA	NODE_55_length_911_cov_99.540816	2	796	+	DIP0354	Corynebacterium diphtheriae spuA-associated gene cluster DIP0354	plus	MOLECULAR_BIOVAR	MOLECULAR_BIOVAR	SpuA-CLUSTER	SpuA-CLUSTER	PARTIAL_CONTIG_ENDX	265	402	65.92	99.25	265	504067577|WP_014301571.1	Corynebacterium diphtheriae spuA-associated gene cluster DIP0354	NA	NA
CB530_filtered_contigs	NA	NODE_5_length_124873_cov_47.227069	81261	81938	-	dtxR_diphtheriae	Corynebacterium diphtheriae diphtheria toxin repressor DtxR	plus	REGULATOR	REGULATOR	REPRESSOR	METAL_ION-REGULATED	BLASTX	226	226	100.00	99.12	226	38200261|CAE49945.1	Corynebacterium diphtheriae diphtheria toxin repressor DtxR	NA	NA
CB530_filtered_contigs	NA	NODE_66_length_377_cov_96.200000	3	377	-	DIP0353	Corynebacterium diphtheriae spuA-associated gene cluster DIP0353	plus	MOLECULAR_BIOVAR	MOLECULAR_BIOVAR	SpuA-CLUSTER	SpuA-CLUSTER	PARTIAL_CONTIG_ENDX	125	172	72.67	98.40	125	499236697|WP_010934237.1	Corynebacterium diphtheriae spuA-associated gene cluster DIP0353	NA	NA
CB530_filtered_contigs	NA	NODE_6_length_112250_cov_56.249654	20565	21416	-	sapD	Surface-anchored pilus proteins sapD	plus	ADHESIN	ADHESIN	SapADE_diphtheriae	SapADE_diphtheriae	BLASTX	284	284	100.00	99.65	284	0|WP_010934306.1	Surface-anchored pilus proteins sapD	NA	NA
CB530_filtered_contigs	NA	NODE_6_length_112250_cov_56.249654	102592	110325	-	spuA	Corynebacterium diphtheriae spuA-associated gene cluster spuA	plus	MOLECULAR_BIOVAR	MOLECULAR_BIOVAR	spuA	spuA	BLASTX	2578	2578	100.00	99.92	2578	499236699|WP_010934239.1	Corynebacterium diphtheriae spuA-associated gene cluster spuA	NA	NA
CB530_filtered_contigs	NA	NODE_7_length_100589_cov_52.943332	88477	89541	+	irp1A	ABC-type Fe3+-hydroxamate transport system, periplasmic component	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp1ABCD	irp1ABCD	BLASTX	355	355	100.00	99.72	355	0|AEX70743.1	ABC-type Fe3+-hydroxamate transport system, periplasmic component	NA	NA
CB530_filtered_contigs	NA	NODE_7_length_100589_cov_52.943332	89658	90575	+	irp1B	ABC-type Fe3+-siderophore transport system, permease component	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp1ABCD	irp1ABCD	BLASTX	306	306	100.00	99.35	306	0|AEX70742.1	ABC-type Fe3+-siderophore transport system, permease component	NA	NA
CB530_filtered_contigs	NA	NODE_7_length_100589_cov_52.943332	90575	91627	+	irp1C	ABC-type Fe3+-siderophore transport system, permease component	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp1ABCD	irp1ABCD	BLASTX	351	351	100.00	99.72	351	0|AEX70741.1	ABC-type Fe3+-siderophore transport system, permease component	NA	NA
CB530_filtered_contigs	NA	NODE_7_length_100589_cov_52.943332	91640	92482	+	irp1D	ABC-type Fe3+-siderophore transport system, ATP-binding protein	core	IRON_UPTAKE_SYSTEM	IRON_UPTAKE_SYSTEM	irp1ABCD	irp1ABCD	BLASTX	281	281	100.00	99.64	281	0|AEX70740.1	ABC-type Fe3+-siderophore transport system, ATP-binding protein	NA	NA
