id,Virulence_Gene,Locus_Tag,Note,Product,DB_Xref,Location
2358,IncFIA_traP,AVR69_RS25425,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer protein TraP,,plasmid
2357,IncFIA_traN,AVR69_RS25375,Derived by automated computational analysis using gene prediction method: Protein Homology.,type-F conjugative transfer system mating-pair stabilization protein TraN,,plasmid
2356,IncFIA_traL,AVR69_RS25445,Derived by automated computational analysis using gene prediction method: Protein Homology.,type IV conjugative transfer system protein TraL,,plasmid
2355,IncFIA_traK,AVR69_RS25435,Derived by automated computational analysis using gene prediction method: Protein Homology.,type-F conjugative transfer system secretin TraK,,plasmid
2354,IncFIA_traI,AVR69_RS25295,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugative transfer relaxase/helicase TraI,,plasmid
2353,IncFIA_traH,AVR69_RS25325,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer protein TraH,,plasmid
2352,IncFIA_traG,AVR69_RS25320,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer mating pair stabilization protein TraG,,plasmid
2351,IncFIA_traF,AVR69_RS25365,Derived by automated computational analysis using gene prediction method: Protein Homology.,type-F conjugative transfer system pilin assembly protein TraF,,plasmid
2350,IncFIA_traE,AVR69_RS25440,Derived by automated computational analysis using gene prediction method: Protein Homology.,type IV conjugative transfer system protein TraE,,plasmid
2349,IncFIA_traD,AVR69_RS25300,Derived by automated computational analysis using gene prediction method: Protein Homology.,type IV conjugative transfer system coupling protein TraD,,plasmid
2348,IncFIA_traC,AVR69_RS25405,Derived by automated computational analysis using gene prediction method: Protein Homology.,type IV secretion system protein TraC,,plasmid
2347,IncFIA_traB,AVR69_RS25430,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer protein TraB,,plasmid
2346,IncFIA_traA,AVR69_RS25450,Derived by automated computational analysis using gene prediction method: Protein Homology.,type IV conjugative transfer system pilin TraA,,plasmid
2345,IncW_trwN,,,TrwN protein,InterPro:IPR008258,plasmid
2344,IncW_trwL,,,TrwL protein,InterPro:IPR007039,plasmid
2343,IncW_trwM,,,TrwM protein,InterPro:IPR007792,plasmid
2342,IncW_trwK,,,TrwK protein,GOA:O50330,plasmid
2341,IncW_trwJ,,,TrwJ protein,InterPro:IPR012991,plasmid
2340,IncW_trwI,,,TrwI protein,GOA:O50333,plasmid
2339,IncW_trwH,,,TrwH protein,UniProtKB/TrEMBL:O50334,plasmid
2338,IncW_trwG,,,TrwG protein,GOA:O50335,plasmid
2337,IncW_trwF,,,TrwF protein,InterPro:IPR010258,plasmid
2336,IncW_trwE,,,TrwE protein,InterPro:IPR005498,plasmid
2335,IncW_trwD,,,TrwdD protein,GOA:O50338,plasmid
2331,IncP_traX,,pMCR_1511_00072,TraX,,plasmid
2330,IncP_trbN,,pMCR_1511_00071,TrbN,,plasmid
2329,IncP_trbM,,pMCR_1511_00070,TrbM,,plasmid
2328,IncP_trbL,,pMCR_1511_00069,TrbL,,plasmid
2327,IncP_trbJ,,pMCR_1511_00068,TrbJ,,plasmid
2326,IncP_trbI,,pMCR_1511_00067,conjugal transfer protein TrbI,,plasmid
2325,IncP_trbH,,pMCR_1511_00066,TrbH,,plasmid
2324,IncP_trbG,,pMCR_1511_00065,TrbG,,plasmid
2323,IncP_trbF,,pMCR_1511_00064,TrbF,,plasmid
2322,IncP_trbE,,pMCR_1511_00063,conjugal transfer protein TrbE,,plasmid
2321,IncP_trbD,,pMCR_1511_00062,TrbD,,plasmid
2320,IncP_trbC,,pMCR_1511_00061,TrbC,,plasmid
2319,IncP_trbB,,pMCR_1511_00060,conjugal transfer protein TrbB,,plasmid
2318,IncP_trbA,,pMCR_1511_00059,conjugal transfer protein TrbA,,plasmid
2317,IncP_traO,,pMCR_1511_00039,TraO,,plasmid
2316,IncP_traN,,pMCR_1511_00038,TraN,,plasmid
2315,IncP_traM,,pMCR_1511_00035,TraM,,plasmid
2314,IncP_traL,,pMCR_1511_00034,TraL,,plasmid
2313,IncP_traK,,pMCR_1511_00033,TraK,,plasmid
2312,IncP_traJ,,pMCR_1511_00032,TraJ,,plasmid
2311,IncP_traI,,pMCR_1511_00031,TraI,,plasmid
2310,IncP_traH,,pMCR_1511_00030,type IV secretory system Conjugative DNA transfer family protein,,plasmid
2309,IncP_traG,,pMCR_1511_00029,TraG,,plasmid
2308,IncP_traF,,pMCR_1511_00028,TraF,,plasmid
2307,IncP_traD,,pMCR_1511_00024,TraD,,plasmid
2306,IncP_traC,,pMCR_1511_00023,TraC,,plasmid
2305,IncP_traB,,pMCR_1511_00022,TraB,,plasmid
2304,IncN_kikA,,killer protein of the TrbM family,KikA,,plasmid
2303,IncN_korB,,DNA-binding protein; H-NS family protein,KorB,,plasmid
2302,IncN_traL,,conjugal transfer protein,TraL,,plasmid
2301,IncN_korA,,,KorA,,plasmid
2300,IncN_traM,,conjugation transfer protein,TraM,,plasmid
2299,IncN_traA,,conjugal transfer protein,TraA,,plasmid
2298,IncN_traB,,conjugal transfer protein,TraB,,plasmid
2297,IncN_traC,,conjugal transfer protein,TraC,,plasmid
2296,IncN_eex,,entry exclusion protein,Eex,,plasmid
2295,IncN_traD,,plasmid conjugal transfer protein,TraD,,plasmid
2294,IncN_traE,,conjugal transfer protein,TraE,,plasmid
2293,IncN_traO,,type IV conjugative trasnfer system protein,TraO,,plasmid
2292,IncN_traF,,type IV conjugative transfer system protein,TraF,,plasmid
2291,IncN_traG,,conjugation protein,TraG,,plasmid
2290,IncN_traI,,conjugal nickase and helicase,TraI,,plasmid
2289,IncN_traJ,,type IV secretion-system coupling protein DNA-binding domain,TraJ,,plasmid
2288,IncN_trak,,conjugation transfer protein,TraK,,plasmid
2287,IncM_mobC,,mobilization protein,MobC,,plasmid
2286,IncM_mobB,,mobilization protein,MobB,,plasmid
2285,IncM_mobA,,mobilization protein,MobA,,plasmid
2284,IncM_traH,,conjugative transfer protein,TraH,,plasmid
2283,IncM_traI,,protein involved in plasmid transfer,TraI,,plasmid
2282,IncM_traJ,,conjugative transfer protein,TraJ,,plasmid
2281,IncM_traK,,conjugative transfer protein,TraK,,plasmid
2280,IncM_traL,,conjugative transfer protein,TraL,,plasmid
2279,IncM_traM,,protein involved in plasmid transfer,TraM,,plasmid
2278,IncM_traN,,protein involved in plasmid transfer,TraN,,plasmid
2277,IncM_traO,,Bacterial conjugation TrbI-like protein,TraO,,plasmid
2276,IncM_traP,,conjugative transfer protein,TraP,,plasmid
2275,IncM_traQ,,protein involved in plasmid transfer,TraQ,,plasmid
2274,IncM_traR,,conjugative transfer protein,TraR,,plasmid
2273,IncM_traU,,protein involved in plasmid transfer,TraU,,plasmid
2272,IncM_traW,,protein involved in plasmid trasfer,TraW,,plasmid
2271,IncM_traX,,protein involved in plasmid transfer,TraX,,plasmid
2270,IncM_traY,,conjugal transfer/type IV secretion protein,TraY of the IncM type,,plasmid
2269,IncM_trbC,,protein involved in plasmid transfer,TrbC,,plasmid
2268,IncM_trbB,DKC05_00745,Derived by automated computational analysis using gene prediction method: Protein Homology.,DsbC family protein,,plasmid
2267,IncM_trbA,DKC05_00740,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer protein TrbA,,plasmid
2228,IncI2_trbL,,,Conjugal transfer prtein TrbL (VirB6),GOA:A0A0A1IXR0,plasmid
2227,IncI2_trbJ,,,Conjugal transfer prtein TrbJ (VirB5),InterPro:IPR014158,plasmid
2226,IncI2_traL,,,TraL,InterPro:IPR002586,plasmid
2225,IncI2_traK,,,Type IV secretion system protein VirD4,GOA:A0A0A1IXF7,plasmid
2224,IncI2_traJ,,,ATPase provides energy for both assembly of type IV secretion complex and secretion of T-DNA complex (VirB11),GOA:A0A0A1IXF8,plasmid
2223,IncI2_traI,,,Inner membrane protein forms channel for type IV secretion of T-DNA complex (VirB10),InterPro:IPR005498,plasmid
2222,IncI2_traH,,,Forms the bulk of type IV secretion complex that spans outer membrane and periplasm (VirB9),InterPro:IPR010258,plasmid
2221,IncI2_traG,,,Inner membrane protein forms channel for type IV secretion of T-DNA complex (VirB8),GOA:A0A0A1IXA9,plasmid
2220,IncI2_traE,,,ATPase provides energy for both assembly of type IV secretion complex and secretion of T-DNA complex (VirB4),GOA:A0A0A1IXV4,plasmid
2219,IncI2_traD,,,"""Type IV secretory pathway, VirB3-like protein""",InterPro:IPR007792,plasmid
2218,IncI2_traC,,TraC protein,Major pilus subunit of type IV secretion complex (VirB2),InterPro:IPR007039,plasmid
2216,IncI2_traB,,Conjugal transfer protein TraB,Bores hole in peptidoglycan layer allowing type IV secretion complex assembly to occur (VirB1),InterPro:IPR008258,plasmid
2215,IncI2_pilV,,,IncI1 plasmid conjugative transfer pilus-tip adhesin protein PilV,InterPro:IPR007001,plasmid
2214,IncI2_pilU,,,PilU protein,GOA:A0A0A1IXV7,plasmid
2213,IncI2_pilT,,,IncI1 plasmid conjugative transfer putative membrane protein PilT,InterPro:IPR008258,plasmid
2212,IncI2_pilS,,,IncI1 plasmid conjugative transfer prepilin PilS,InterPro:IPR014911,plasmid
2211,IncI2_pilR,,,IncI1 plasmid conjugative transfer inner membrane protein PilR,InterPro:IPR018076,plasmid
2210,IncI2_pilQ,,,IncI1 plasmid conjugative transfer ATPase PilQ,GOA:A0A0A1IXF6,plasmid
2209,IncI2_pilP,,,IncI1 plasmid pilus assembly protein PilP,InterPro:IPR022753,plasmid
2208,IncI2_pilO,,,IncI1 plasmid pilus assembly protein PilO,InterPro:IPR009663,plasmid
2207,IncI2_pilN,,,IncI1 plasmid conjugative transfer lipoprotein PilN,GOA:A0A0A1IXQ8,plasmid
2206,IncI2_pilM,,,IncI1 plasmid conjugative transfer protein PilM,InterPro:IPR009987,plasmid
2205,IncI2_pilL,,,IncI1 plasmid conjugative transfer protein PilL,InterPro:IPR018927,plasmid
2204,IncI1_traA,R64_p137,100 pct identical to ref::NP_052555[TraA of plasmid ColIb-P9],CDS product not found,,plasmid
2203,IncI1_traB,R64_p136,98 pct identical to ref::NP_052554[TraB of plasmid ColIb-P9],transcription termination factor NusG,,plasmid
2202,IncI1_traC,R64_p135,99 pct identical to ref::NP_052553[TraC of plasmid ColIb-P9]; conserved domain: pfam11140 DUF2913,putative positive regulator,,plasmid
2201,IncI1_traD,R64_p134,27 pct identical to ref::NP_052552[TrcD of plasmid ColIb-P9],CDS product not found,,plasmid
2200,IncI1_pilI,R64_p133,90 pct identical to ref::NP_052551[PilI of plasmid ColIb-P9],PilI type IV pilus biogenesis protein,,plasmid
2199,IncI1_pilJ,R64_p132,70 pct identical to ref::NP_052550[PilJ of plasmid ColIb-P9],PilJ type IV pilus biogenesis protein,,plasmid
2198,IncI1_pilK,R64_p131,86 pct identical to ref::NP_052549[PilK of plasmid ColIb-P9],PilK type IV pilus biogenesis protein,,plasmid
2197,IncI1_pilL,R64_p130,99 pct identical to ref::NP_052548[PilL of plasmid ColIb-P9],PilL lipoprotein,,plasmid
2196,IncI1_pilM,R64_p129,100 pct identical to ref::NP_052547[PilM of plasmid ColIb-P9],PilM type IV pilus biogenesis protein,,plasmid
2195,IncI1_pilN,R64_p128,100 pct identical to ref::NP_052546[PilN of plasmid ColIb-P9]; 15 pct identical (12 gaps) to 400 residues of 489 aa protein gp:CAA45458[TcpT of Vibrio cholerae]; 27 pct identical (12 gaps) to 389 residues of 553 aa protein gp:CAA92328[BfpB of plasmid pMAR2]; lipoprotein,PilN type IV pilus secretin,,plasmid
2194,IncI1_pilO,R64_p127,99 pct identical to ref::NP_052545[PilO of plasmid ColIb-P9],PilO type IV pilus biogenesis protein,,plasmid
2193,IncI1_pilP,R64_p126,99 pct identical to ref::NP_052544[PilP of plasmid ColIb-P9],PilP type IV pilus biogenesis protein,,plasmid
2192,IncI1_pilQ,R64_p125,100 pct identical to ref::NP_052543[PilQ of plasmid ColIb-P9]; 30 pct identical (46 gaps) to 400 residues of 503 aa protein gp:CAA45462[TcpT of Vibrio cholerae]; 30 pct identical (46 gaps) to 424 residues of 534 aa protein gp:CAA92331[BfpD of plasmid pMAR2],PilQ type IV pilus ATPase,,plasmid
2191,IncI1_pilR,R64_p124,100 pct identical to ref::NP_052542[PilR of plasmid ColIb-P9]; 24 pct identical (33 gaps) to 273 residues of 340 aa protein gp:CAA45463[TcpE of Vibrio cholerae]; 29 pct identical (6 gaps) to 348 residues of 352 aa protein gp:CAA92332[BfpE of plasmid pMAR2],PilR integral membrane protein,,plasmid
2190,IncI1_pilS,R64_p123,27 pct identical (14 gaps) to 59 residues of 224 aa protein gp:CAA45455[TcpA of Vibrio cholerae]; 27 pct identical (19 gaps) to 98 residues of 193 aa protein gp:CAA92336[BfpA of plasmid pMAR2]; 99 pct identical to ref::NP_052541[PilS of plasmid ColIb-P9]; processed by PilU protein,PilS type IV prepilin,,plasmid
2189,IncI1_pilT,R64_p122,100 pct identical to ref::NP_052540[PilT of plasmid ColIb-P9]; 31 pct identical (17 gaps) to 133 residues of 148 aa protein gp:CAA92335[BfpH of plasmid pMAR2],PilT lytic transglycosilase,,plasmid
2188,IncI1_pilU,R64_p121,23 pct identical (11 gaps) to 134 residues of 249 aa protein gp:CAA92334[BfpP of plasmid pMAR2]; 99 pct identical to ref::NP_052539[PilU of plasmid ColIb-P9]; conserved domain: pfam01478 Peptidase_A24,PilU prepilin peptidase,,plasmid
2187,IncI1_pilV,R64_p119,ORFA',PilVA' C-terminal segment,,plasmid
2186,IncI1_traE,R64_p112,98 pct identical to ref:NP_052531[TraE of plasmid ColIb-P9],CDS product not found,,plasmid
2185,IncI1_traF,R64_p111,99 pct identical to ref:NP_052530[TraF of plasmid ColIb-P9],CDS product not found,,plasmid
2184,IncI1_traG,R64_p110,100 pct identical to ref:NP_052529[TraG of plasmid ColIb-P9]; 37 pct identical (1 gaps) to 190 residues of 201 aa protein ref:NP_456839 [Ais protein of Salmonella enterica server Typhi],histidine phosphatase domain protein,,plasmid
2183,IncI1_traH,R64_p109,100 pct identical to ref:NP_052528[TraH of plasmid ColIb-P9]; 30 pct identical (2 gaps) to 68 residues of 163 aa protein ref:YP_001249798 [DotD of Legionella pneumophila],TraH lipoprotein,,plasmid
2182,IncI1_traI,R64_p108,28 pct identical (4 gaps) to 264 residues of 303 aa protein ref:YP_001249797[DotC of Legionella pneumophila]; 99 pct identical to ref:NP_052527[TraI of plasmid ColIb-P9],TraI lipoprotein,,plasmid
2181,IncI1_traJ,R64_p107,100 pct identical to ref:NP_052526[TraJ of plasmid ColIb-P9]; 28 pct identical (8 gaps) to 168 residues of 517 aa protein gb:BAB91689[PilQ of plasmid R64]; 32 pct identical (11 gap) to 319 residues of 369 aa protein ref:YP_001249796 [DotB of Legionella pneumophila],TraJ transfer ATPase,,plasmid
2180,IncI1_traK,R64_p106,33 pct identical (1 gaps) to 56 residues of 86 aa protein ref:YP_001252149 [IcmT of Legionella pneumophila]; 98 pct identical to ref:NP_052525[TraK of plasmid ColIb-P9],TraK transfer protein,,plasmid
2179,IncI1_traL,R64_p102,100 pct identical to ref:NP_052521[TraL of plasmid ColIb-P9],TraL transfer protein,,plasmid
2178,IncI1_traM,R64_p101,29 pct identical (12 gaps) to 188 residues of 212 aa protein ref:YP_001252141 [IcmL (DotI) of Legionella pneumophila]; 99 pct identical to ref:NP_052520[TraM of plasmid ColIb-P9],IcmL family protein,,plasmid
2177,IncI1_traN,R64_p100,27 pct identical (26 gaps) to 319 residues of 360 aa protein ref:YP_001252140 [IcmK (DotH) of Legionella pneumophila]; 99 pct identical to ref:NP_052519[TraN of plasmid ColIb-P9]; conserved domain: pfam12293 DUF3625,TraN transfer protein,,plasmid
2176,IncI1_traO,R64_p099,99 pct identical to ref:NP_052518[TraO of plasmid ColIb-P9],TraO transfer protein,,plasmid
2175,IncI1_traP,R64_p098,100 pct identical to ref:NP_052517[TraP of plasmid ColIb-P9]; 23 pct identical (33 gaps) to 247 residues of 268 aa protein ref:YP_001252138 [IcmG (DotF) of Legionella pneumophila],TraP transfer protein,,plasmid
2174,IncI1_traQ,R64_p097,100 pct identical to ref:NP_052516[TraQ of plasmid ColIb-P9]; 20 pct identical (15 gaps) to 68 residues of 132 aa protein ref:YP_001252136 [IcmD (DotP) of Legionella pneumophila],TraQ transfer protein,,plasmid
2173,IncI1_traR,R64_p096,95 pct identical to ref:NP_052515[TraR of plasmid ColIb-P9],TraR transfer protein,,plasmid
2172,IncI1_traS,R64_p095,100 pct identical to ref:NP_052514[TraS of plasmid ColIb-P9],TraS transfer protein,,plasmid
2171,IncI1_traT,R64_p094,100 pct identical to ref:NP_052513[TraT of plasmid ColIb-P9],TraT transfer protein,,plasmid
2170,IncI1_traU,R64_p093,27 pct identical (44 gaps) to 956 residues of 1009 aa protein ref:YP_001252134 [IcmB (DotO) of Legionella pneumophila]; 99 pct identical to ref:NP_052512[TraU of plasmid ColIb-P9],TraU nucleotide-binding protein,,plasmid
2169,IncI1_traV,R64_p092,100 pct identical to ref:NP_052511[TraV of plasmid ColIb-P9],TraV transfer protein,,plasmid
2168,IncI1_traW,R64_p091,97 pct identical to ref:NP_052510[TraW of plasmid ColIb-P9],TraW lipoprotein,,plasmid
2167,IncI1_traX,R64_p090,93 pct identical to ref:NP_052509[TraX of plasmid ColIb-P9],TraX transfer protein,,plasmid
2166,IncI1_traY,R64_p089,25 pct identical (21 gaps) to N-terminal179 residues and 27 pct identical (4 gaps) to C-terminal144 residues of 1020 aa protein ref:YP_001249785[DotA of Legionella pneumophila]; 97 pct identical to ref:NP_052508[TraY of plasmid ColIb-P9],TraY integral membrane protein,,plasmid
2165,IncI1_trbA,R64_p084,100 pct identical to ref:NP_052504[TrbA of plasmid ColIb-P9]; 26 pct identical (34 gaps) to 239 residues of 376 aa protein ref:YP_001252145[IcmP (DotM) of Legionella pneumophila],TrbA transfer protein,,plasmid
2164,IncI1_trbB,R64_p083,99 pct identical to ref:NP_052503[TrbB of plasmid ColIb-P9],protein disulfide isomerase,,plasmid
2163,IncI1_trbC,R64_p082,100 pct identical to ref:NP_052502[TrbC of plasmid ColIb-P9]; 25 pct identical (51 gaps) to 628 residues of 783 aa protein ref:YP_001252144[IcmO (DotL) of Legionella pneumophila]; nucleotide-binding protein,TrbC transfer protein,,plasmid
2162,IncHI2_traF,,,TraF,,plasmid
2161,IncHI2_traG,,,TraG,,plasmid
2160,IncHI2_traJ,,,TraJ,,plasmid
2158,IncHI2_traI,,,TraI,,plasmid
2157,IncHI2_traH,,,TraH,,plasmid
2156,IncHI2_trhR,,,TrhR,,plasmid
2155,IncHI2_trhY,,,TrhY,,plasmid
2154,IncHI2_trhF,,IncF plasmid conjugative transfer pilus assembly protein,TrhF,,plasmid
2153,IncHI2_trhH,,,Pilus assembly protein,,plasmid
2152,IncHI2_trhG,,IncF plasmid conjugative transfer protein,TrhG,,plasmid
2151,IncHI2_trhI,,Plasmid conjugative transfer DNA helicase,TrhI,,plasmid
2150,IncHI2_orf4,,,IncH1 plasmid conjugative transfer protein Orf4,,plasmid
2149,IncHI2_trhN,,,TrhN,,plasmid
2148,IncHI2_trhU,,,TrhU,,plasmid
2147,IncHI2_MH287084_30570,,,hypothetical protein,,plasmid
2146,IncHI2_trhW,,,TrhW,,plasmid
2145,IncHI2_trhP,,IncH1 plasmid conjugative signal peptidase,TrhP,,plasmid
2144,IncHI2_orf9,,,IncH1 plasmid conjugative transfer protein Orf9,,plasmid
2143,IncHI2_htdK,,IncH1 plasmid conjugative transfer protein,HtdK,,plasmid
2142,IncHI2_htdF,,IncH1 plasmid conjugative transfer protein,HtdF,,plasmid
2141,IncHI2_htdA,,,HtdA,,plasmid
2140,IncHI2_trhO,,IncH1 plasmid conjugative transfer protein,TrhO,,plasmid
2139,IncHI2_orf16,,,IncH1 plasmid conjugative transfer protein Orf16,,plasmid
2138,IncHI2_orf17,,,IncH1 plasmid conjugative transfer protein Orf17,,plasmid
2137,IncHI2_trhZ,,,TrhZ,,plasmid
2136,IncHI2_trhC,,,TrhC,,plasmid
2135,IncHI2_trhV,,,TrhV,,plasmid
2134,IncHI2_htdT,,,HdtT,,plasmid
2133,IncHI2_htdV,,,HtdV,,plasmid
2132,IncHI2_trhB,,,TrhB,,plasmid
2131,IncHI2_htdO,,IncH1 plasmid conjugative transfer protein,HtdO,,plasmid
2130,IncHI2_trhK,,,TrhK,,plasmid
2129,IncHI2_trhE,,,TrhE,,plasmid
2128,IncHI2_trhL,,IncH1 plasmid conjugative transfer protein,TrhL,,plasmid
2127,IncHI2_trhA,,IncH1 plasmid conjugative transfer pilin precursor,TrhA,,plasmid
2126,IncHI1_trhY,,similar to Salmonella Choleraesuis protein MAK1.150c from plasmid pMAK1,transfer protein TrhY,,plasmid
2125,IncHI1_trhW,,,plasmid transfer protein TrhW,,plasmid
2124,IncHI1_trhV,,,putative plasmid transfer protein TrhV,,plasmid
2123,IncHI1_trhU,,,plasmid transfer protein TrhU,,plasmid
2122,IncHI1_trhR,,similar to Salmonella Choleraesuis protein MAK1.151c from plasmid pMAK1,conjugative transfer protein TrhR,,plasmid
2121,IncHI1_trhO,,similar to R27_p016,TrhO,,plasmid
2120,IncHI1_trhN,,,plasmid transfer protein TrhN,,plasmid
2119,IncHI1_trhL,,,plasmid transfer protein TrhL,,plasmid
2118,IncHI1_trhK,,similar to R27_p031,TrhK,,plasmid
2117,IncHI1_trhI,,putative DNA helicase,TrhI,,plasmid
2116,IncHI1_trhF,,,putative pilin maturation protein TrhF,,plasmid
2115,IncHI1_trhE,,,pilus assembly protein TrhE,,plasmid
2114,IncHI1_trhC,,,plasmid transfer protein TrhC,,plasmid
2113,IncHI1_trhB,,,plasmid transfer protein TrhB,,plasmid
2112,IncHI1_trhA,,,putative pilin precursor TrhA,,plasmid
2111,IncHI1_trbN,,putative pilin biogenesis protein,TrbN,,plasmid
2110,IncHI1_traJ,,similar to Salmonella Choleraesuis protein MAK1.157 from plasmid pMAK1,transfer protein TraJ,,plasmid
2109,IncHI1_traI,,similar to Salmonella Choleraesuis protein MAK1.154 from plasmid pMAK1,conjugative transfer system protein TraI,,plasmid
2108,IncHI1_traH,,,pilus-assembly protein TraH,,plasmid
2107,IncHI1_traG,,plasmid transfer protein,TraG,,plasmid
2106,IncHI1_traF,,,putative pilus-assembly protein TraF,,plasmid
2105,IncHI1_traD,,conjugative coupling factor,TraD,,plasmid
2104,IncHI1_traC,,type IV secretion-like conjugative transfer system protein,TraC,,plasmid
2103,IncHI1_traB,,putative plasmid transfer protein,traB,,plasmid
2102,IncHI1_KP899804_186327,,similar to Salmonella Choleraesuis protein MAK1.152 from plasmid pMAK1,conjugative transfer protein,,plasmid
2101,IncHI1_KP899804_180478,,similar to Salmonella Choleraesuis protein MAK1.155 from plasmid pMAK1,conjugative coupling factor,,plasmid
2100,IncHI1_htdV,,similar to Salmonella Choleraesuis protein MAK1.233 from plasmid pMAK1,putative membrane protein,,plasmid
2099,IncHI1_htdT,,,plasmid transfer protein htdT,,plasmid
2098,IncHI1_htdO,,similar to R27_p030,HtdO,,plasmid
2097,IncHI1_htdK,,,HtdK,,plasmid
2096,IncHI1_htdF,,,putative periplasmic protein HtdF,,plasmid
2095,IncHI1_htdA,,,transfer repressor HtdA,,plasmid
2094,IncFIB_trbI,HXF02_RS00405,Derived by automated computational analysis using gene prediction method: Protein Homology.,type-F conjugative transfer system protein TrbI,,plasmid
2092,IncFIB_trbG,HXF02_RS00385,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer protein TrbG,,plasmid
2091,IncFIB_trbF,HXF02_RS00465,Derived by automated computational analysis using gene prediction method: Protein Homology.,F-type conjugal transfer protein TrbF,,plasmid
2090,IncFIB_trbE,HXF02_RS00430,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer protein TrbE,,plasmid
2089,IncFIB_trbD,HXF02_RS00380,Derived by automated computational analysis using gene prediction method: Protein Homology.,conjugal transfer protein TrbD,,plasmid
